rank,player,avg,total_sg_app,measured_rounds,tournament
24,J.T. Poston,0.576,2.306,4,Charles Schwab Challenge
25,Callum Tarren,0.521,2.083,4,Charles Schwab Challenge
26,Chandler Phillips,0.507,2.029,4,Charles Schwab Challenge
27,Robby Shelton,0.503,2.011,4,Charles Schwab Challenge
28,Hayden Buckley,0.476,1.903,4,Charles Schwab Challenge
29,Maverick McNealy,0.470,1.879,4,Charles Schwab Challenge
30,Joel Dahmen,0.447,1.789,4,Charles Schwab Challenge
31,Adam Svensson,0.446,1.786,4,Charles Schwab Challenge
32,Min Woo Lee,0.438,1.752,4,Charles Schwab Challenge
33,Keith Mitchell,0.418,1.671,4,Charles Schwab Challenge
34,Webb Simpson,0.416,1.663,4,Charles Schwab Challenge
35,Charley Hoffman,0.358,1.432,4,Charles Schwab Challenge
36,Troy Merritt,0.294,1.177,4,Charles Schwab Challenge
37,Daniel Berger,0.277,1.107,4,Charles Schwab Challenge
38,Patrick Rodgers,0.271,1.086,4,Charles Schwab Challenge
39,Tyler Duncan,0.244,0.975,4,Charles Schwab Challenge
40,Martin Laird,0.232,0.927,4,Charles Schwab Challenge
41,Kevin Streelman,0.207,0.830,4,Charles Schwab Challenge
42,K.H. Lee,0.206,0.825,4,Charles Schwab Challenge
43,Billy Horschel,0.203,0.813,4,Charles Schwab Challenge
44,Zach Johnson,0.133,0.532,4,Charles Schwab Challenge
45,Ryan Fox,0.089,0.357,4,Charles Schwab Challenge
46,Nick Hardy,0.014,0.055,4,Charles Schwab Challenge
47,Doug Ghim,0.006,0.024,4,Charles Schwab Challenge
48,Lucas Glover,-0.002,-0.009,4,Charles Schwab Challenge
49,Christiaan Bezuidenhout,-0.010,-0.038,4,Charles Schwab Challenge
50,Vincent Norrman,-0.060,-0.238,4,Charles Schwab Challenge
51,Denny McCarthy,-0.063,-0.252,4,Charles Schwab Challenge
52,Tom Kim,-0.086,-0.345,4,Charles Schwab Challenge
53,Cam Davis,-0.114,-0.456,4,Charles Schwab Challenge
53,S.H. Kim,-0.114,-0.457,4,Charles Schwab Challenge
55,Keegan Bradley,-0.122,-0.489,4,Charles Schwab Challenge
56,Parker Coody,-0.163,-0.651,4,Charles Schwab Challenge
57,Kevin Tway,-0.168,-0.672,4,Charles Schwab Challenge
58,Jordan Spieth,-0.217,-0.866,4,Charles Schwab Challenge
59,Matt Kuchar,-0.250,-0.999,4,Charles Schwab Challenge
60,Matt NeSmith,-0.304,-1.214,4,Charles Schwab Challenge
61,Brendon Todd,-0.392,-1.566,4,Charles Schwab Challenge
62,Kevin Kisner,-0.478,-1.910,4,Charles Schwab Challenge
63,C.T. Pan,-0.556,-2.222,4,Charles Schwab Challenge
64,Austin Smotherman,-0.579,-2.317,4,Charles Schwab Challenge
65,Ben Silverman,-0.586,-2.344,4,Charles Schwab Challenge
66,Ryan Moore,-0.654,-2.614,4,Charles Schwab Challenge
67,Thomas Detry,-0.669,-2.677,4,Charles Schwab Challenge
68,Mark Hubbard,-0.834,-3.334,4,Charles Schwab Challenge
69,Gary Woodland,-0.961,-3.843,4,Charles Schwab Challenge
70,Joseph Bramlett,-1.025,-4.100,4,Charles Schwab Challenge
71,Peter Malnati,-1.137,-4.547,4,Charles Schwab Challenge
1,Tony Finau,2.372,9.488,4,PGA Championship
2,Xander Schauffele,1.927,7.709,4,PGA Championship
3,Corey Conners,1.910,7.639,4,PGA Championship
4,Lee Hodges,1.883,7.533,4,PGA Championship
5,Scottie Scheffler,1.629,6.516,4,PGA Championship
6,Viktor Hovland,1.605,6.420,4,PGA Championship
7,Tom Hoge,1.480,5.920,4,PGA Championship
8,Brice Garnett,1.471,5.884,4,PGA Championship
9,Alex Noren,1.444,5.775,4,PGA Championship
10,Brian Harman,1.386,5.543,4,PGA Championship
11,Adam Svensson,1.310,5.240,4,PGA Championship
12,Ryo Hisatsune,1.268,5.073,4,PGA Championship
13,Joaquin Niemann,1.261,5.045,4,PGA Championship
14,Dean Burmester,1.231,4.926,4,PGA Championship
15,Justin Thomas,1.153,4.613,4,PGA Championship
16,Kurt Kitayama,1.007,4.027,4,PGA Championship
17,Rory McIlroy,1.006,4.023,4,PGA Championship
18,Sahith Theegala,1.000,4.000,4,PGA Championship
19,Russell Henley,0.969,3.875,4,PGA Championship
20,Gary Woodland,0.938,3.752,4,PGA Championship
21,Luke Donald,0.880,3.519,4,PGA Championship
22,Will Zalatoris,0.842,3.370,4,PGA Championship
23,Robert MacIntyre,0.839,3.356,4,PGA Championship
24,Max Homa,0.799,3.198,4,PGA Championship
25,Harris English,0.779,3.116,4,PGA Championship
26,Collin Morikawa,0.769,3.075,4,PGA Championship
27,Jordan Smith,0.767,3.067,4,PGA Championship
28,Billy Horschel,0.757,3.030,4,PGA Championship
29,Nicolai Højgaard,0.683,2.734,4,PGA Championship
30,Aaron Rai,0.680,2.722,4,PGA Championship
31,Sebastian Soderberg,0.649,2.596,4,PGA Championship
32,Alexander Björk,0.599,2.397,4,PGA Championship
33,Justin Rose,0.595,2.381,4,PGA Championship
34,Keegan Bradley,0.591,2.365,4,PGA Championship
35,Bryson DeChambeau,0.540,2.159,4,PGA Championship
36,Lucas Glover,0.404,1.618,4,PGA Championship
37,Ben Kohles,0.375,1.499,4,PGA Championship
38,Rasmus Højgaard,0.373,1.493,4,PGA Championship
39,Patrick Reed,0.354,1.418,4,PGA Championship
40,Grayson Murray,0.304,1.217,4,PGA Championship
41,Talor Gooch,0.291,1.165,4,PGA Championship
42,Tom Kim,0.259,1.038,4,PGA Championship
43,Matt Wallace,0.258,1.032,4,PGA Championship
44,Mark Hubbard,0.238,0.954,4,PGA Championship
45,Erik van Rooyen,0.225,0.899,4,PGA Championship
46,Jordan Spieth,0.175,0.699,4,PGA Championship
47,Brooks Koepka,0.172,0.688,4,PGA Championship
48,Thomas Detry,0.150,0.601,4,PGA Championship
49,Adam Hadwin,0.137,0.550,4,PGA Championship
50,Thorbjørn Olesen,0.107,0.429,4,PGA Championship
51,Patrick Cantlay,0.096,0.383,4,PGA Championship
52,Dustin Johnson,0.033,0.131,4,PGA Championship
53,Doug Ghim,0.029,0.117,4,PGA Championship
54,Stephan Jaeger,0.010,0.042,4,PGA Championship
55,Min Woo Lee,-0.005,-0.019,4,PGA Championship
56,Austin Eckroat,-0.021,-0.083,4,PGA Championship
57,Taylor Moore,-0.067,-0.266,4,PGA Championship
58,Hideki Matsuyama,-0.112,-0.449,4,PGA Championship
59,Tommy Fleetwood,-0.149,-0.597,4,PGA Championship
60,S.H. Kim,-0.214,-0.854,4,PGA Championship
61,Andrew Putnam,-0.241,-0.962,4,PGA Championship
62,Byeong Hun An,-0.242,-0.967,4,PGA Championship
63,Maverick McNealy,-0.313,-1.250,4,PGA Championship
64,Brendon Todd,-0.414,-1.655,4,PGA Championship
65,Shane Lowry,-0.446,-1.785,4,PGA Championship
66,Lucas Herbert,-0.532,-2.128,4,PGA Championship
67,Ryan Fox,-0.649,-2.597,4,PGA Championship
68,Martin Kaymer,-0.690,-2.760,4,PGA Championship
69,Jason Day,-0.710,-2.839,4,PGA Championship
70,Cameron Smith,-0.828,-3.312,4,PGA Championship
71,Zac Blair,-0.897,-3.586,4,PGA Championship
72,Jesper Svensson,-0.962,-3.847,4,PGA Championship
73,Rickie Fowler,-1.054,-4.214,4,PGA Championship
74,Tyrrell Hatton,-1.070,-4.279,4,PGA Championship
75,Cameron Young,-1.193,-4.770,4,PGA Championship
76,Jeremy Wells,-1.345,-5.379,4,PGA Championship
77,Alejandro Tosti,-1.822,-7.289,4,PGA Championship
78,Braden Shattuck,-1.852,-7.406,4,PGA Championship
1,Xander Schauffele,1.869,7.475,4,Wells Fargo Championship
2,Corey Conners,1.753,7.014,4,Wells Fargo Championship
3,Seamus Power,1.717,6.869,4,Wells Fargo Championship
4,Rory McIlroy,1.562,6.249,4,Wells Fargo Championship
5,Si Woo Kim,1.369,5.477,4,Wells Fargo Championship
6,Keegan Bradley,1.187,4.749,4,Wells Fargo Championship
7,Sepp Straka,1.176,4.704,4,Wells Fargo Championship
8,Russell Henley,1.099,4.395,4,Wells Fargo Championship
9,Kurt Kitayama,0.849,3.398,4,Wells Fargo Championship
10,Byeong Hun An,0.783,3.132,4,Wells Fargo Championship
11,Viktor Hovland,0.768,3.072,4,Wells Fargo Championship
12,Cameron Young,0.748,2.991,4,Wells Fargo Championship
13,Christiaan Bezuidenhout,0.715,2.859,4,Wells Fargo Championship
14,Adam Svensson,0.712,2.850,4,Wells Fargo Championship
15,Grayson Murray,0.706,2.823,4,Wells Fargo Championship
16,Max Homa,0.578,2.313,4,Wells Fargo Championship
17,Lucas Glover,0.542,2.170,4,Wells Fargo Championship
18,Tommy Fleetwood,0.540,2.159,4,Wells Fargo Championship
19,Andrew Putnam,0.479,1.918,4,Wells Fargo Championship
20,Nick Dunlap,0.458,1.832,4,Wells Fargo Championship
21,Emiliano Grillo,0.439,1.758,4,Wells Fargo Championship
22,Brian Harman,0.383,1.534,4,Wells Fargo Championship
23,Adam Scott,0.375,1.499,4,Wells Fargo Championship
24,Gary Woodland,0.265,1.060,4,Wells Fargo Championship
25,Alex Noren,0.211,0.844,4,Wells Fargo Championship
26,Lee Hodges,0.193,0.772,4,Wells Fargo Championship
27,Sam Burns,0.181,0.723,4,Wells Fargo Championship
28,Sahith Theegala,0.163,0.653,4,Wells Fargo Championship
29,Justin Thomas,0.159,0.636,4,Wells Fargo Championship
30,Sungjae Im,0.115,0.461,4,Wells Fargo Championship
31,Shane Lowry,0.108,0.432,4,Wells Fargo Championship
32,Wyndham Clark,0.104,0.415,4,Wells Fargo Championship
33,Chris Kirk,0.077,0.308,4,Wells Fargo Championship
34,Tom Hoge,0.076,0.304,4,Wells Fargo Championship
35,Jason Day,0.034,0.137,4,Wells Fargo Championship
36,Adam Hadwin,0.033,0.134,4,Wells Fargo Championship
37,Cam Davis,-0.031,-0.125,4,Wells Fargo Championship
38,Justin Rose,-0.043,-0.171,4,Wells Fargo Championship
39,Mackenzie Hughes,-0.050,-0.200,4,Wells Fargo Championship
40,Kevin Tway,-0.156,-0.624,4,Wells Fargo Championship
41,Collin Morikawa,-0.163,-0.651,4,Wells Fargo Championship
42,Denny McCarthy,-0.174,-0.697,4,Wells Fargo Championship
43,Webb Simpson,-0.283,-1.133,4,Wells Fargo Championship
44,Rickie Fowler,-0.372,-1.487,4,Wells Fargo Championship
45,Taylor Moore,-0.376,-1.505,4,Wells Fargo Championship
46,Patrick Rodgers,-0.434,-1.736,4,Wells Fargo Championship
47,Harris English,-0.453,-1.810,4,Wells Fargo Championship
48,Austin Eckroat,-0.492,-1.968,4,Wells Fargo Championship
49,Taylor Pendrith,-0.500,-1.999,4,Wells Fargo Championship
50,Patrick Cantlay,-0.513,-2.053,4,Wells Fargo Championship
51,Matthieu Pavon,-0.563,-2.253,4,Wells Fargo Championship
52,Will Zalatoris,-0.571,-2.285,4,Wells Fargo Championship
53,Stephan Jaeger,-0.577,-2.308,4,Wells Fargo Championship
54,Tony Finau,-0.595,-2.381,4,Wells Fargo Championship
55,Akshay Bhatia,-0.605,-2.421,4,Wells Fargo Championship
56,Tom Kim,-0.767,-3.068,4,Wells Fargo Championship
57,Adam Schenk,-0.782,-3.127,4,Wells Fargo Championship
58,Peter Malnati,-0.789,-3.155,4,Wells Fargo Championship
59,Ben Kohles,-0.831,-3.324,4,Wells Fargo Championship
60,Nick Taylor,-0.948,-3.791,4,Wells Fargo Championship
61,J.T. Poston,-1.039,-4.157,4,Wells Fargo Championship
62,Matthew Fitzpatrick,-1.055,-4.221,4,Wells Fargo Championship
63,Eric Cole,-1.083,-4.333,4,Wells Fargo Championship
64,Brendon Todd,-1.257,-5.026,4,Wells Fargo Championship
65,Jordan Spieth,-1.270,-5.080,4,Wells Fargo Championship
66,Matt Kuchar,-1.377,-5.508,4,Wells Fargo Championship
67,Jake Knapp,-2.071,-8.283,4,Wells Fargo Championship
68,Billy Horschel,-2.302,-9.206,4,Wells Fargo Championship
1,Greyson Sigg,1.943,7.774,4,Myrtle Beach Classic
2,Patton Kizzire,1.867,7.467,4,Myrtle Beach Classic
3,Scott Piercy,1.800,7.200,4,Myrtle Beach Classic
4,Mac Meissner,1.477,5.910,4,Myrtle Beach Classic
5,Chris Gotterup,1.463,5.854,4,Myrtle Beach Classic
6,Davis Thompson,1.365,5.460,4,Myrtle Beach Classic
7,Daniel Berger,1.331,5.326,4,Myrtle Beach Classic
8,Ryan McCormick,1.325,5.299,4,Myrtle Beach Classic
9,Patrick Fishburn,1.227,4.909,4,Myrtle Beach Classic
10,Jorge Campillo,1.070,4.282,4,Myrtle Beach Classic
11,Sam Ryder,1.023,4.091,4,Myrtle Beach Classic
12,David Skinns,0.981,3.925,4,Myrtle Beach Classic
13,Dylan Wu,0.951,3.806,4,Myrtle Beach Classic
14,S.Y. Noh,0.946,3.785,4,Myrtle Beach Classic
15,Joseph Bramlett,0.923,3.691,4,Myrtle Beach Classic
16,Ben Griffin,0.835,3.342,4,Myrtle Beach Classic
17,Max Greyserman,0.778,3.112,4,Myrtle Beach Classic
18,Kevin Streelman,0.767,3.070,4,Myrtle Beach Classic
19,Chez Reavie,0.731,2.923,4,Myrtle Beach Classic
20,Parker Coody,0.682,2.728,4,Myrtle Beach Classic
21,Chandler Phillips,0.668,2.674,4,Myrtle Beach Classic
22,Ryan Fox,0.612,2.450,4,Myrtle Beach Classic
23,Carl Yuan,0.553,2.214,4,Myrtle Beach Classic
24,Taylor Dickson,0.545,2.180,4,Myrtle Beach Classic
25,Matt Atkins,0.536,2.146,4,Myrtle Beach Classic
26,Robert MacIntyre,0.507,2.028,4,Myrtle Beach Classic
27,Thorbjørn Olesen,0.506,2.026,4,Myrtle Beach Classic
28,Blades Brown,0.497,1.989,4,Myrtle Beach Classic
29,Erik van Rooyen,0.470,1.881,4,Myrtle Beach Classic
30,Thriston Lawrence,0.435,1.740,4,Myrtle Beach Classic
31,Chan Kim,0.394,1.575,4,Myrtle Beach Classic
32,Martin Trainer,0.369,1.477,4,Myrtle Beach Classic
33,Ben Silverman,0.304,1.217,4,Myrtle Beach Classic
34,Henrik Norlander,0.303,1.214,4,Myrtle Beach Classic
35,J.J. Spaun,0.284,1.136,4,Myrtle Beach Classic
36,Alex Smalley,0.278,1.111,4,Myrtle Beach Classic
37,Zecheng Dou,0.238,0.951,4,Myrtle Beach Classic
38,Harry Hall,0.230,0.919,4,Myrtle Beach Classic
39,Paul Barjon,0.223,0.894,4,Myrtle Beach Classic
40,Alistair Docherty,0.138,0.551,4,Myrtle Beach Classic
41,Michael Kim,0.117,0.469,4,Myrtle Beach Classic
42,Alexander Björk,-0.093,-0.371,4,Myrtle Beach Classic
43,Kevin Yu,-0.094,-0.377,4,Myrtle Beach Classic
44,Trace Crowe,-0.099,-0.394,4,Myrtle Beach Classic
45,Robby Shelton,-0.130,-0.518,4,Myrtle Beach Classic
46,Pierceson Coody,-0.168,-0.672,4,Myrtle Beach Classic
47,Adrien Dumont de Chassart,-0.195,-0.778,4,Myrtle Beach Classic
48,Jacob Bridgeman,-0.196,-0.783,4,Myrtle Beach Classic
49,Harry Higgs,-0.265,-1.060,4,Myrtle Beach Classic
50,Matt Wallace,-0.270,-1.081,4,Myrtle Beach Classic
51,Lanto Griffin,-0.276,-1.102,4,Myrtle Beach Classic
52,Austin Smotherman,-0.283,-1.130,4,Myrtle Beach Classic
53,Andrew Novak,-0.378,-1.510,4,Myrtle Beach Classic
54,Sam Stevens,-0.392,-1.568,4,Myrtle Beach Classic
55,Troy Merritt,-0.427,-1.708,4,Myrtle Beach Classic
56,Carson Young,-0.505,-2.019,4,Myrtle Beach Classic
57,Victor Perez,-0.563,-2.253,4,Myrtle Beach Classic
58,Alejandro Tosti,-0.567,-2.269,4,Myrtle Beach Classic
59,Chesson Hadley,-0.673,-2.692,4,Myrtle Beach Classic
60,Justin Suh,-0.682,-2.726,4,Myrtle Beach Classic
61,S.H. Kim,-0.687,-2.748,4,Myrtle Beach Classic
62,Davis Riley,-0.695,-2.781,4,Myrtle Beach Classic
63,Beau Hossler,-0.741,-2.965,4,Myrtle Beach Classic
64,Sean O'Hair,-0.775,-3.099,4,Myrtle Beach Classic
65,Anders Albertson,-0.786,-3.142,4,Myrtle Beach Classic
66,Hayden Buckley,-0.849,-3.395,4,Myrtle Beach Classic
67,Joel Dahmen,-0.894,-3.575,4,Myrtle Beach Classic
68,Matt NeSmith,-0.916,-3.664,4,Myrtle Beach Classic
69,Roger Sloan,-1.376,-5.504,4,Myrtle Beach Classic
70,William McGirt,-1.491,-5.962,4,Myrtle Beach Classic
1,Max McGreevy,1.714,6.858,4,THE CJ CUP Byron Nelson
2,Kelly Kraft,1.587,6.347,4,THE CJ CUP Byron Nelson
3,Aaron Rai,1.573,6.292,4,THE CJ CUP Byron Nelson
4,Jake Knapp,1.408,5.631,4,THE CJ CUP Byron Nelson
5,Si Woo Kim,1.399,5.598,4,THE CJ CUP Byron Nelson
6,Jorge Campillo,1.149,4.598,4,THE CJ CUP Byron Nelson
7,Ben Kohles,1.102,4.408,4,THE CJ CUP Byron Nelson
8,Matt Wallace,1.064,4.255,4,THE CJ CUP Byron Nelson
9,Tom Hoge,0.969,3.878,4,THE CJ CUP Byron Nelson
10,Zach Johnson,0.950,3.802,4,THE CJ CUP Byron Nelson
11,Byeong Hun An,0.929,3.716,4,THE CJ CUP Byron Nelson
12,Adam Schenk,0.819,3.278,4,THE CJ CUP Byron Nelson
13,Harrison Endycott,0.806,3.225,4,THE CJ CUP Byron Nelson
14,Rafael Campos,0.800,3.200,4,THE CJ CUP Byron Nelson
15,Nico Echavarria,0.799,3.195,4,THE CJ CUP Byron Nelson
16,Patton Kizzire,0.797,3.190,4,THE CJ CUP Byron Nelson
17,Ben Griffin,0.792,3.168,4,THE CJ CUP Byron Nelson
18,Alex Smalley,0.783,3.133,4,THE CJ CUP Byron Nelson
19,Troy Merritt,0.781,3.126,4,THE CJ CUP Byron Nelson
20,Dylan Wu,0.752,3.009,4,THE CJ CUP Byron Nelson
21,Maverick McNealy,0.731,2.924,4,THE CJ CUP Byron Nelson
22,David Skinns,0.708,2.831,4,THE CJ CUP Byron Nelson
23,Taiga Semikawa,0.583,2.334,4,THE CJ CUP Byron Nelson
24,Alex Noren,0.559,2.235,4,THE CJ CUP Byron Nelson
25,Daniel Berger,0.558,2.234,4,THE CJ CUP Byron Nelson
26,Adrien Dumont de Chassart,0.554,2.215,4,THE CJ CUP Byron Nelson
27,Austin Cook,0.519,2.076,4,THE CJ CUP Byron Nelson
28,Keith Mitchell,0.508,2.034,4,THE CJ CUP Byron Nelson
29,Justin Lower,0.363,1.454,4,THE CJ CUP Byron Nelson
30,Brandt Snedeker,0.311,1.245,4,THE CJ CUP Byron Nelson
31,Adam Scott,0.262,1.050,4,THE CJ CUP Byron Nelson
32,Aaron Baddeley,0.249,0.998,4,THE CJ CUP Byron Nelson
33,Carson Young,0.242,0.968,4,THE CJ CUP Byron Nelson
34,Vince Whaley,0.202,0.809,4,THE CJ CUP Byron Nelson
35,S.H. Kim,0.190,0.759,4,THE CJ CUP Byron Nelson
36,Ryan McCormick,0.168,0.673,4,THE CJ CUP Byron Nelson
37,Kevin Dougherty,0.153,0.614,4,THE CJ CUP Byron Nelson
38,Taylor Pendrith,0.133,0.531,4,THE CJ CUP Byron Nelson
39,Joel Dahmen,0.100,0.399,4,THE CJ CUP Byron Nelson
40,S.Y. Noh,0.099,0.397,4,THE CJ CUP Byron Nelson
41,Ryo Hisatsune,0.051,0.206,4,THE CJ CUP Byron Nelson
42,K.H. Lee,0.012,0.050,4,THE CJ CUP Byron Nelson
43,Henrik Norlander,0.003,0.013,4,THE CJ CUP Byron Nelson
44,Nick Dunlap,-0.045,-0.179,4,THE CJ CUP Byron Nelson
45,Kevin Chappell,-0.069,-0.275,4,THE CJ CUP Byron Nelson
46,Martin Laird,-0.130,-0.519,4,THE CJ CUP Byron Nelson
47,Sung Kang,-0.224,-0.897,4,THE CJ CUP Byron Nelson
48,Tom Kim,-0.226,-0.903,4,THE CJ CUP Byron Nelson
49,Ben Martin,-0.233,-0.932,4,THE CJ CUP Byron Nelson
50,Luke List,-0.237,-0.948,4,THE CJ CUP Byron Nelson
51,Min Woo Lee,-0.251,-1.004,4,THE CJ CUP Byron Nelson
52,Andrew Novak,-0.255,-1.018,4,THE CJ CUP Byron Nelson
53,Scott Piercy,-0.304,-1.214,4,THE CJ CUP Byron Nelson
54,Hayden Buckley,-0.333,-1.332,4,THE CJ CUP Byron Nelson
55,Chris Gotterup,-0.347,-1.388,4,THE CJ CUP Byron Nelson
56,Mackenzie Hughes,-0.539,-2.154,4,THE CJ CUP Byron Nelson
57,Mark Hubbard,-0.590,-2.361,4,THE CJ CUP Byron Nelson
58,Stephan Jaeger,-0.593,-2.371,4,THE CJ CUP Byron Nelson
59,Beau Hossler,-0.649,-2.595,4,THE CJ CUP Byron Nelson
60,Jason Day,-0.665,-2.660,4,THE CJ CUP Byron Nelson
