rank,player,avg,total_sg_putting,measured_rounds,tournament
65,Aaron Rai,-0.581,-2.322,4,Sony Open in Hawaii
66,Norman Xiong,-0.628,-2.513,4,Sony Open in Hawaii
67,Tyler Duncan,-0.675,-2.701,4,Sony Open in Hawaii
68,Keith Mitchell,-0.693,-2.770,4,Sony Open in Hawaii
69,Chris Kirk,-0.700,-2.800,4,Sony Open in Hawaii
70,Scott Stallings,-0.830,-3.321,4,Sony Open in Hawaii
71,Justin Lower,-0.850,-3.401,4,Sony Open in Hawaii
72,K.H. Lee,-0.866,-3.463,4,Sony Open in Hawaii
73,Si Woo Kim,-0.882,-3.527,4,Sony Open in Hawaii
74,Corey Conners,-0.937,-3.748,4,Sony Open in Hawaii
75,Greyson Sigg,-1.020,-4.081,4,Sony Open in Hawaii
76,Parker Coody,-1.114,-4.455,4,Sony Open in Hawaii
77,Webb Simpson,-1.160,-4.641,4,Sony Open in Hawaii
78,Martin Trainer,-1.365,-5.461,4,Sony Open in Hawaii
79,Luke List,-1.433,-5.730,4,Sony Open in Hawaii
80,Joel Dahmen,-1.544,-6.176,4,Sony Open in Hawaii
81,Seamus Power,-2.347,-9.386,4,Sony Open in Hawaii
1,Jordan Spieth,1.481,5.926,4,The Sentry
2,Erik van Rooyen,1.260,5.042,4,The Sentry
3,Akshay Bhatia,1.205,4.822,4,The Sentry
4,Brian Harman,1.164,4.658,4,The Sentry
5,Adam Hadwin,1.142,4.570,4,The Sentry
6,Nico Echavarria,1.090,4.361,4,The Sentry
7,Eric Cole,1.047,4.188,4,The Sentry
8,Camilo Villegas,1.035,4.141,4,The Sentry
9,Sahith Theegala,0.994,3.977,4,The Sentry
10,Harris English,0.976,3.906,4,The Sentry
11,Chris Kirk,0.900,3.601,4,The Sentry
12,Sungjae Im,0.850,3.400,4,The Sentry
13,Matt Fitzpatrick,0.807,3.227,4,The Sentry
14,J.T. Poston,0.743,2.971,4,The Sentry
15,Justin Rose,0.710,2.839,4,The Sentry
16,Mackenzie Hughes,0.698,2.791,4,The Sentry
17,Viktor Hovland,0.697,2.790,4,The Sentry
18,Luke List,0.664,2.656,4,The Sentry
19,Byeong Hun An,0.646,2.585,4,The Sentry
20,Cam Davis,0.612,2.448,4,The Sentry
21,Seamus Power,0.515,2.061,4,The Sentry
22,Taylor Moore,0.428,1.714,4,The Sentry
23,Sepp Straka,0.420,1.682,4,The Sentry
24,Jason Day,0.375,1.499,4,The Sentry
25,Tyrrell Hatton,0.333,1.334,4,The Sentry
26,Brendon Todd,0.322,1.287,4,The Sentry
27,Davis Riley,0.289,1.157,4,The Sentry
28,Sam Burns,0.286,1.143,4,The Sentry
29,Matt Wallace,0.243,0.974,4,The Sentry
30,Patrick Cantlay,0.185,0.741,4,The Sentry
31,Adam Svensson,0.131,0.523,4,The Sentry
32,Andrew Putnam,0.096,0.383,4,The Sentry
33,Emiliano Grillo,0.093,0.374,4,The Sentry
34,Si Woo Kim,-0.050,-0.199,4,The Sentry
35,Nick Taylor,-0.057,-0.229,4,The Sentry
36,Tom Hoge,-0.169,-0.674,4,The Sentry
37,Xander Schauffele,-0.278,-1.110,4,The Sentry
38,Tommy Fleetwood,-0.430,-1.718,4,The Sentry
39,Denny McCarthy,-0.464,-1.856,4,The Sentry
40,Collin Morikawa,-0.510,-2.039,4,The Sentry
41,Russell Henley,-0.545,-2.180,4,The Sentry
42,Wyndham Clark,-0.597,-2.389,4,The Sentry
43,Kurt Kitayama,-0.616,-2.462,4,The Sentry
44,Scottie Scheffler,-0.650,-2.600,4,The Sentry
45,Tony Finau,-0.653,-2.610,4,The Sentry
46,Adam Schenk,-0.712,-2.849,4,The Sentry
47,Cameron Young,-0.783,-3.131,4,The Sentry
48,Nick Hardy,-0.790,-3.160,4,The Sentry
49,Ludvig Åberg,-0.851,-3.404,4,The Sentry
50,Patrick Rodgers,-0.907,-3.627,4,The Sentry
51,Rickie Fowler,-1.188,-4.750,4,The Sentry
52,Lee Hodges,-1.296,-5.184,4,The Sentry
53,Max Homa,-1.299,-5.194,4,The Sentry
54,Corey Conners,-1.305,-5.218,4,The Sentry
55,Tom Kim,-1.332,-5.329,4,The Sentry
56,Vincent Norrman,-1.374,-5.495,4,The Sentry
57,Keegan Bradley,-1.456,-5.824,4,The Sentry
58,Lucas Glover,-1.762,-7.046,4,The Sentry
59,Hideki Matsuyama,-2.373,-9.490,4,The Sentry
