rank,player,avg,total_sg_ott,measured_rounds,tournament
23,Brendon Todd,0.374,1.497,4,Charles Schwab Challenge
24,Adam Svensson,0.350,1.402,4,Charles Schwab Challenge
25,Ryan Fox,0.342,1.368,4,Charles Schwab Challenge
26,Kevin Streelman,0.301,1.205,4,Charles Schwab Challenge
27,Alejandro Tosti,0.280,1.121,4,Charles Schwab Challenge
28,Sepp Straka,0.272,1.089,4,Charles Schwab Challenge
29,Kevin Yu,0.271,1.085,4,Charles Schwab Challenge
30,Robby Shelton,0.265,1.060,4,Charles Schwab Challenge
31,Denny McCarthy,0.258,1.033,4,Charles Schwab Challenge
32,Joel Dahmen,0.252,1.007,4,Charles Schwab Challenge
33,Zach Johnson,0.249,0.997,4,Charles Schwab Challenge
34,Hayden Buckley,0.231,0.923,4,Charles Schwab Challenge
35,Patrick Rodgers,0.224,0.897,4,Charles Schwab Challenge
36,Troy Merritt,0.203,0.814,4,Charles Schwab Challenge
37,Keith Mitchell,0.196,0.786,4,Charles Schwab Challenge
38,David Lipsky,0.124,0.498,4,Charles Schwab Challenge
39,Lucas Glover,0.119,0.476,4,Charles Schwab Challenge
40,Kevin Kisner,0.112,0.450,4,Charles Schwab Challenge
41,Doug Ghim,0.101,0.406,4,Charles Schwab Challenge
42,Si Woo Kim,0.086,0.346,4,Charles Schwab Challenge
43,Adam Scott,0.081,0.324,4,Charles Schwab Challenge
44,Maverick McNealy,0.062,0.250,4,Charles Schwab Challenge
45,Parker Coody,0.045,0.182,4,Charles Schwab Challenge
46,Ben Silverman,0.043,0.173,4,Charles Schwab Challenge
47,Nick Hardy,0.041,0.163,4,Charles Schwab Challenge
48,Joseph Bramlett,0.016,0.064,4,Charles Schwab Challenge
49,Ben Martin,-0.026,-0.103,4,Charles Schwab Challenge
50,Kevin Tway,-0.031,-0.124,4,Charles Schwab Challenge
51,Brian Harman,-0.069,-0.277,4,Charles Schwab Challenge
52,Thomas Detry,-0.087,-0.346,4,Charles Schwab Challenge
53,Matt Kuchar,-0.101,-0.404,4,Charles Schwab Challenge
54,Ryan Moore,-0.125,-0.500,4,Charles Schwab Challenge
55,Billy Horschel,-0.138,-0.553,4,Charles Schwab Challenge
55,Matt NeSmith,-0.138,-0.551,4,Charles Schwab Challenge
57,Pierceson Coody,-0.197,-0.786,4,Charles Schwab Challenge
58,Austin Smotherman,-0.217,-0.868,4,Charles Schwab Challenge
59,Emiliano Grillo,-0.290,-1.161,4,Charles Schwab Challenge
60,Christiaan Bezuidenhout,-0.312,-1.249,4,Charles Schwab Challenge
61,S.H. Kim,-0.317,-1.269,4,Charles Schwab Challenge
62,K.H. Lee,-0.378,-1.513,4,Charles Schwab Challenge
63,Chandler Phillips,-0.432,-1.728,4,Charles Schwab Challenge
64,Peter Malnati,-0.467,-1.867,4,Charles Schwab Challenge
65,Webb Simpson,-0.595,-2.381,4,Charles Schwab Challenge
66,Callum Tarren,-0.662,-2.649,4,Charles Schwab Challenge
67,Lee Hodges,-0.683,-2.731,4,Charles Schwab Challenge
68,Tyler Duncan,-0.857,-3.426,4,Charles Schwab Challenge
69,Cam Davis,-0.924,-3.697,4,Charles Schwab Challenge
70,Victor Perez,-0.999,-3.995,4,Charles Schwab Challenge
71,Martin Laird,-1.285,-5.141,4,Charles Schwab Challenge
1,Keegan Bradley,1.676,6.705,4,PGA Championship
2,Bryson DeChambeau,1.500,6.001,4,PGA Championship
3,Xander Schauffele,1.334,5.338,4,PGA Championship
4,Grayson Murray,1.277,5.108,4,PGA Championship
5,Maverick McNealy,1.268,5.074,4,PGA Championship
6,Viktor Hovland,1.171,4.686,4,PGA Championship
7,Rory McIlroy,1.071,4.284,4,PGA Championship
8,Tyrrell Hatton,1.030,4.122,4,PGA Championship
9,Justin Thomas,0.952,3.808,4,PGA Championship
10,Collin Morikawa,0.946,3.785,4,PGA Championship
11,Scottie Scheffler,0.924,3.695,4,PGA Championship
12,Kurt Kitayama,0.844,3.376,4,PGA Championship
13,Jesper Svensson,0.812,3.250,4,PGA Championship
14,Austin Eckroat,0.740,2.959,4,PGA Championship
15,Doug Ghim,0.702,2.808,4,PGA Championship
16,Robert MacIntyre,0.691,2.765,4,PGA Championship
17,Joaquin Niemann,0.690,2.759,4,PGA Championship
18,S.H. Kim,0.689,2.758,4,PGA Championship
19,Brooks Koepka,0.675,2.700,4,PGA Championship
20,Tom Kim,0.673,2.692,4,PGA Championship
21,Jordan Spieth,0.669,2.675,4,PGA Championship
22,Tommy Fleetwood,0.634,2.535,4,PGA Championship
23,Shane Lowry,0.631,2.525,4,PGA Championship
24,Taylor Moore,0.591,2.364,4,PGA Championship
25,Jordan Smith,0.575,2.302,4,PGA Championship
26,Byeong Hun An,0.501,2.004,4,PGA Championship
27,Dean Burmester,0.478,1.912,4,PGA Championship
28,Justin Rose,0.471,1.883,4,PGA Championship
29,Corey Conners,0.467,1.868,4,PGA Championship
30,Rickie Fowler,0.466,1.864,4,PGA Championship
31,Cameron Young,0.465,1.860,4,PGA Championship
32,Adam Svensson,0.431,1.725,4,PGA Championship
33,Ben Kohles,0.399,1.596,4,PGA Championship
34,Thomas Detry,0.368,1.472,4,PGA Championship
35,Erik van Rooyen,0.363,1.452,4,PGA Championship
36,Gary Woodland,0.327,1.310,4,PGA Championship
37,Mark Hubbard,0.294,1.177,4,PGA Championship
38,Alejandro Tosti,0.291,1.165,4,PGA Championship
39,Patrick Cantlay,0.289,1.158,4,PGA Championship
40,Brice Garnett,0.182,0.729,4,PGA Championship
41,Lucas Glover,0.176,0.705,4,PGA Championship
42,Ryan Fox,0.170,0.681,4,PGA Championship
43,Sahith Theegala,0.117,0.468,4,PGA Championship
43,Will Zalatoris,0.117,0.469,4,PGA Championship
45,Aaron Rai,0.109,0.436,4,PGA Championship
46,Min Woo Lee,0.095,0.382,4,PGA Championship
47,Lee Hodges,0.060,0.239,4,PGA Championship
48,Jason Day,0.014,0.056,4,PGA Championship
48,Tom Hoge,0.014,0.057,4,PGA Championship
50,Adam Hadwin,-0.010,-0.041,4,PGA Championship
51,Dustin Johnson,-0.021,-0.083,4,PGA Championship
52,Cameron Smith,-0.050,-0.201,4,PGA Championship
53,Martin Kaymer,-0.054,-0.215,4,PGA Championship
54,Billy Horschel,-0.080,-0.319,4,PGA Championship
55,Russell Henley,-0.103,-0.413,4,PGA Championship
56,Matt Wallace,-0.108,-0.431,4,PGA Championship
57,Rasmus Højgaard,-0.170,-0.680,4,PGA Championship
58,Alex Noren,-0.190,-0.759,4,PGA Championship
59,Ryo Hisatsune,-0.191,-0.764,4,PGA Championship
60,Max Homa,-0.198,-0.790,4,PGA Championship
61,Patrick Reed,-0.226,-0.905,4,PGA Championship
62,Thorbjørn Olesen,-0.247,-0.987,4,PGA Championship
63,Harris English,-0.262,-1.049,4,PGA Championship
64,Nicolai Højgaard,-0.309,-1.236,4,PGA Championship
65,Hideki Matsuyama,-0.319,-1.274,4,PGA Championship
66,Talor Gooch,-0.348,-1.390,4,PGA Championship
67,Brian Harman,-0.380,-1.521,4,PGA Championship
68,Sebastian Soderberg,-0.388,-1.553,4,PGA Championship
69,Alexander Björk,-0.391,-1.563,4,PGA Championship
70,Stephan Jaeger,-0.410,-1.641,4,PGA Championship
71,Lucas Herbert,-0.510,-2.040,4,PGA Championship
72,Andrew Putnam,-0.552,-2.209,4,PGA Championship
73,Braden Shattuck,-0.615,-2.461,4,PGA Championship
74,Tony Finau,-0.687,-2.748,4,PGA Championship
75,Zac Blair,-0.713,-2.852,4,PGA Championship
76,Brendon Todd,-0.953,-3.812,4,PGA Championship
77,Jeremy Wells,-1.022,-4.086,4,PGA Championship
78,Luke Donald,-1.319,-5.276,4,PGA Championship
1,Rory McIlroy,1.529,6.117,4,Wells Fargo Championship
2,Xander Schauffele,1.414,5.656,4,Wells Fargo Championship
3,Jordan Spieth,1.300,5.199,4,Wells Fargo Championship
4,Jake Knapp,0.968,3.871,4,Wells Fargo Championship
5,Taylor Pendrith,0.951,3.804,4,Wells Fargo Championship
6,Corey Conners,0.682,2.727,4,Wells Fargo Championship
7,Sam Burns,0.680,2.718,4,Wells Fargo Championship
8,Billy Horschel,0.663,2.650,4,Wells Fargo Championship
9,Si Woo Kim,0.552,2.209,4,Wells Fargo Championship
10,Byeong Hun An,0.540,2.161,4,Wells Fargo Championship
11,Collin Morikawa,0.519,2.076,4,Wells Fargo Championship
12,Patrick Rodgers,0.468,1.873,4,Wells Fargo Championship
13,Sepp Straka,0.463,1.852,4,Wells Fargo Championship
14,Viktor Hovland,0.448,1.791,4,Wells Fargo Championship
15,Sahith Theegala,0.435,1.738,4,Wells Fargo Championship
16,Adam Svensson,0.427,1.708,4,Wells Fargo Championship
17,Justin Thomas,0.403,1.613,4,Wells Fargo Championship
18,Austin Eckroat,0.396,1.584,4,Wells Fargo Championship
19,Stephan Jaeger,0.381,1.525,4,Wells Fargo Championship
20,Seamus Power,0.371,1.483,4,Wells Fargo Championship
21,Adam Scott,0.342,1.366,4,Wells Fargo Championship
22,Shane Lowry,0.323,1.293,4,Wells Fargo Championship
23,Sungjae Im,0.320,1.280,4,Wells Fargo Championship
24,Webb Simpson,0.317,1.267,4,Wells Fargo Championship
25,Chris Kirk,0.316,1.263,4,Wells Fargo Championship
26,Lucas Glover,0.216,0.862,4,Wells Fargo Championship
27,Taylor Moore,0.199,0.794,4,Wells Fargo Championship
28,Will Zalatoris,0.173,0.693,4,Wells Fargo Championship
29,Nick Taylor,0.141,0.562,4,Wells Fargo Championship
30,Mackenzie Hughes,0.140,0.559,4,Wells Fargo Championship
31,Tom Hoge,0.137,0.546,4,Wells Fargo Championship
32,Wyndham Clark,0.124,0.496,4,Wells Fargo Championship
33,Alex Noren,0.118,0.471,4,Wells Fargo Championship
34,Cameron Young,0.091,0.363,4,Wells Fargo Championship
35,Kurt Kitayama,0.047,0.187,4,Wells Fargo Championship
36,Denny McCarthy,0.036,0.143,4,Wells Fargo Championship
37,Jason Day,0.027,0.106,4,Wells Fargo Championship
38,Max Homa,-0.039,-0.155,4,Wells Fargo Championship
39,Justin Rose,-0.055,-0.220,4,Wells Fargo Championship
40,Cam Davis,-0.060,-0.239,4,Wells Fargo Championship
41,Matthew Fitzpatrick,-0.090,-0.361,4,Wells Fargo Championship
42,Emiliano Grillo,-0.121,-0.483,4,Wells Fargo Championship
43,Harris English,-0.152,-0.610,4,Wells Fargo Championship
44,Ben Kohles,-0.177,-0.708,4,Wells Fargo Championship
45,Rickie Fowler,-0.187,-0.750,4,Wells Fargo Championship
46,Tommy Fleetwood,-0.201,-0.804,4,Wells Fargo Championship
47,Patrick Cantlay,-0.217,-0.869,4,Wells Fargo Championship
48,Tony Finau,-0.227,-0.908,4,Wells Fargo Championship
49,J.T. Poston,-0.279,-1.115,4,Wells Fargo Championship
50,Kevin Tway,-0.300,-1.202,4,Wells Fargo Championship
51,Tom Kim,-0.305,-1.221,4,Wells Fargo Championship
52,Gary Woodland,-0.322,-1.287,4,Wells Fargo Championship
53,Lee Hodges,-0.357,-1.428,4,Wells Fargo Championship
54,Adam Hadwin,-0.390,-1.562,4,Wells Fargo Championship
55,Grayson Murray,-0.468,-1.871,4,Wells Fargo Championship
56,Nick Dunlap,-0.476,-1.904,4,Wells Fargo Championship
57,Matt Kuchar,-0.526,-2.106,4,Wells Fargo Championship
58,Christiaan Bezuidenhout,-0.581,-2.323,4,Wells Fargo Championship
59,Russell Henley,-0.590,-2.362,4,Wells Fargo Championship
60,Andrew Putnam,-0.622,-2.490,4,Wells Fargo Championship
61,Matthieu Pavon,-0.819,-3.275,4,Wells Fargo Championship
62,Adam Schenk,-1.009,-4.037,4,Wells Fargo Championship
63,Keegan Bradley,-1.075,-4.299,4,Wells Fargo Championship
64,Brendon Todd,-1.134,-4.538,4,Wells Fargo Championship
65,Peter Malnati,-1.165,-4.661,4,Wells Fargo Championship
66,Brian Harman,-1.203,-4.811,4,Wells Fargo Championship
67,Akshay Bhatia,-1.743,-6.972,4,Wells Fargo Championship
68,Eric Cole,-1.766,-7.064,4,Wells Fargo Championship
1,Sam Stevens,1.310,5.238,4,Myrtle Beach Classic
2,Kevin Yu,1.304,5.216,4,Myrtle Beach Classic
3,Joseph Bramlett,0.993,3.972,4,Myrtle Beach Classic
4,Alistair Docherty,0.849,3.396,4,Myrtle Beach Classic
5,Ryan Fox,0.820,3.278,4,Myrtle Beach Classic
6,Robert MacIntyre,0.798,3.190,4,Myrtle Beach Classic
7,Trace Crowe,0.797,3.187,4,Myrtle Beach Classic
8,Davis Thompson,0.712,2.848,4,Myrtle Beach Classic
9,Patrick Fishburn,0.691,2.764,4,Myrtle Beach Classic
10,Alex Smalley,0.643,2.571,4,Myrtle Beach Classic
11,Victor Perez,0.630,2.518,4,Myrtle Beach Classic
12,Beau Hossler,0.558,2.231,4,Myrtle Beach Classic
13,Matt Atkins,0.552,2.209,4,Myrtle Beach Classic
14,Andrew Novak,0.537,2.147,4,Myrtle Beach Classic
15,Chan Kim,0.522,2.088,4,Myrtle Beach Classic
16,Patton Kizzire,0.521,2.082,4,Myrtle Beach Classic
17,Carson Young,0.488,1.952,4,Myrtle Beach Classic
18,Ben Silverman,0.457,1.826,4,Myrtle Beach Classic
19,Harry Hall,0.432,1.728,4,Myrtle Beach Classic
20,Pierceson Coody,0.423,1.690,4,Myrtle Beach Classic
21,Blades Brown,0.420,1.679,4,Myrtle Beach Classic
22,Hayden Buckley,0.403,1.613,4,Myrtle Beach Classic
23,Erik van Rooyen,0.366,1.465,4,Myrtle Beach Classic
24,Harry Higgs,0.352,1.407,4,Myrtle Beach Classic
25,Thriston Lawrence,0.342,1.367,4,Myrtle Beach Classic
26,Chesson Hadley,0.324,1.296,4,Myrtle Beach Classic
27,J.J. Spaun,0.270,1.079,4,Myrtle Beach Classic
28,Justin Suh,0.262,1.046,4,Myrtle Beach Classic
29,Michael Kim,0.235,0.941,4,Myrtle Beach Classic
30,Zecheng Dou,0.204,0.816,4,Myrtle Beach Classic
31,Ben Griffin,0.195,0.781,4,Myrtle Beach Classic
32,Sam Ryder,0.156,0.625,4,Myrtle Beach Classic
33,David Skinns,0.139,0.556,4,Myrtle Beach Classic
34,Greyson Sigg,0.136,0.544,4,Myrtle Beach Classic
35,S.H. Kim,0.107,0.426,4,Myrtle Beach Classic
35,Matt Wallace,0.107,0.427,4,Myrtle Beach Classic
37,Daniel Berger,0.073,0.290,4,Myrtle Beach Classic
38,Kevin Streelman,0.061,0.244,4,Myrtle Beach Classic
39,Lanto Griffin,0.042,0.166,4,Myrtle Beach Classic
40,Jacob Bridgeman,0.027,0.107,4,Myrtle Beach Classic
41,Chris Gotterup,0.022,0.088,4,Myrtle Beach Classic
42,Robby Shelton,0.020,0.081,4,Myrtle Beach Classic
43,Austin Smotherman,0.018,0.073,4,Myrtle Beach Classic
44,Jorge Campillo,0.004,0.017,4,Myrtle Beach Classic
45,Alejandro Tosti,-0.024,-0.097,4,Myrtle Beach Classic
46,William McGirt,-0.062,-0.247,4,Myrtle Beach Classic
47,Troy Merritt,-0.094,-0.378,4,Myrtle Beach Classic
48,Henrik Norlander,-0.160,-0.642,4,Myrtle Beach Classic
49,Parker Coody,-0.174,-0.696,4,Myrtle Beach Classic
50,Ryan McCormick,-0.178,-0.711,4,Myrtle Beach Classic
51,Carl Yuan,-0.179,-0.717,4,Myrtle Beach Classic
52,Matt NeSmith,-0.191,-0.764,4,Myrtle Beach Classic
53,Scott Piercy,-0.193,-0.771,4,Myrtle Beach Classic
54,Chandler Phillips,-0.196,-0.785,4,Myrtle Beach Classic
55,Thorbjørn Olesen,-0.204,-0.815,4,Myrtle Beach Classic
56,Davis Riley,-0.236,-0.944,4,Myrtle Beach Classic
57,Mac Meissner,-0.239,-0.958,4,Myrtle Beach Classic
58,Sean O'Hair,-0.250,-0.999,4,Myrtle Beach Classic
59,Max Greyserman,-0.266,-1.066,4,Myrtle Beach Classic
60,Paul Barjon,-0.267,-1.070,4,Myrtle Beach Classic
61,Dylan Wu,-0.284,-1.136,4,Myrtle Beach Classic
62,Roger Sloan,-0.397,-1.588,4,Myrtle Beach Classic
63,Chez Reavie,-0.461,-1.844,4,Myrtle Beach Classic
64,Joel Dahmen,-0.603,-2.413,4,Myrtle Beach Classic
65,Alexander Björk,-0.645,-2.580,4,Myrtle Beach Classic
66,Martin Trainer,-0.663,-2.652,4,Myrtle Beach Classic
67,Anders Albertson,-0.682,-2.727,4,Myrtle Beach Classic
68,Adrien Dumont de Chassart,-0.801,-3.203,4,Myrtle Beach Classic
69,S.Y. Noh,-0.919,-3.675,4,Myrtle Beach Classic
70,Taylor Dickson,-1.296,-5.184,4,Myrtle Beach Classic
1,Stephan Jaeger,1.380,5.521,4,THE CJ CUP Byron Nelson
2,Min Woo Lee,1.375,5.500,4,THE CJ CUP Byron Nelson
3,Kevin Dougherty,1.363,5.454,4,THE CJ CUP Byron Nelson
4,Adam Scott,1.303,5.214,4,THE CJ CUP Byron Nelson
5,Keith Mitchell,1.111,4.443,4,THE CJ CUP Byron Nelson
6,Taylor Pendrith,1.009,4.035,4,THE CJ CUP Byron Nelson
7,Alex Smalley,0.982,3.928,4,THE CJ CUP Byron Nelson
8,Adam Schenk,0.781,3.123,4,THE CJ CUP Byron Nelson
9,Alex Noren,0.768,3.074,4,THE CJ CUP Byron Nelson
10,Davis Riley,0.704,2.816,4,THE CJ CUP Byron Nelson
11,Taiga Semikawa,0.691,2.764,4,THE CJ CUP Byron Nelson
12,Aaron Rai,0.662,2.648,4,THE CJ CUP Byron Nelson
13,Luke List,0.633,2.534,4,THE CJ CUP Byron Nelson
14,Tom Hoge,0.620,2.479,4,THE CJ CUP Byron Nelson
15,Daniel Berger,0.618,2.473,4,THE CJ CUP Byron Nelson
16,Nick Dunlap,0.589,2.357,4,THE CJ CUP Byron Nelson
17,Carson Young,0.587,2.347,4,THE CJ CUP Byron Nelson
18,Byeong Hun An,0.574,2.297,4,THE CJ CUP Byron Nelson
19,Chris Gotterup,0.549,2.197,4,THE CJ CUP Byron Nelson
20,Matt Wallace,0.544,2.178,4,THE CJ CUP Byron Nelson
21,Andrew Novak,0.525,2.101,4,THE CJ CUP Byron Nelson
22,Kevin Chappell,0.518,2.072,4,THE CJ CUP Byron Nelson
23,S.H. Kim,0.511,2.044,4,THE CJ CUP Byron Nelson
24,Jason Day,0.413,1.653,4,THE CJ CUP Byron Nelson
25,Scott Piercy,0.406,1.623,4,THE CJ CUP Byron Nelson
26,Sung Kang,0.398,1.593,4,THE CJ CUP Byron Nelson
27,Hayden Buckley,0.379,1.517,4,THE CJ CUP Byron Nelson
28,Jake Knapp,0.348,1.393,4,THE CJ CUP Byron Nelson
29,Kevin Tway,0.304,1.217,4,THE CJ CUP Byron Nelson
30,Mark Hubbard,0.256,1.026,4,THE CJ CUP Byron Nelson
31,Si Woo Kim,0.254,1.017,4,THE CJ CUP Byron Nelson
32,Kelly Kraft,0.238,0.954,4,THE CJ CUP Byron Nelson
33,Max McGreevy,0.194,0.775,4,THE CJ CUP Byron Nelson
34,Tom Whitney,0.191,0.763,4,THE CJ CUP Byron Nelson
35,Ryo Hisatsune,0.134,0.537,4,THE CJ CUP Byron Nelson
36,Tyson Alexander,0.113,0.454,4,THE CJ CUP Byron Nelson
37,Maverick McNealy,0.094,0.376,4,THE CJ CUP Byron Nelson
38,Nico Echavarria,0.078,0.311,4,THE CJ CUP Byron Nelson
39,Ben Kohles,0.074,0.298,4,THE CJ CUP Byron Nelson
40,Jorge Campillo,0.032,0.127,4,THE CJ CUP Byron Nelson
41,Joel Dahmen,0.011,0.045,4,THE CJ CUP Byron Nelson
42,Justin Lower,-0.001,-0.005,4,THE CJ CUP Byron Nelson
43,Ben Martin,-0.006,-0.024,4,THE CJ CUP Byron Nelson
44,Rafael Campos,-0.007,-0.026,4,THE CJ CUP Byron Nelson
45,Tom Kim,-0.020,-0.080,4,THE CJ CUP Byron Nelson
46,Ben Griffin,-0.088,-0.352,4,THE CJ CUP Byron Nelson
47,Mackenzie Hughes,-0.143,-0.572,4,THE CJ CUP Byron Nelson
48,Adrien Dumont de Chassart,-0.152,-0.609,4,THE CJ CUP Byron Nelson
49,Sam Stevens,-0.173,-0.692,4,THE CJ CUP Byron Nelson
50,David Skinns,-0.200,-0.801,4,THE CJ CUP Byron Nelson
51,Aaron Baddeley,-0.276,-1.103,4,THE CJ CUP Byron Nelson
52,Henrik Norlander,-0.294,-1.174,4,THE CJ CUP Byron Nelson
53,Martin Laird,-0.382,-1.529,4,THE CJ CUP Byron Nelson
54,Beau Hossler,-0.456,-1.822,4,THE CJ CUP Byron Nelson
55,Troy Merritt,-0.489,-1.957,4,THE CJ CUP Byron Nelson
56,K.H. Lee,-0.522,-2.089,4,THE CJ CUP Byron Nelson
57,Brandt Snedeker,-0.550,-2.201,4,THE CJ CUP Byron Nelson
58,Patton Kizzire,-0.600,-2.400,4,THE CJ CUP Byron Nelson
59,Dylan Wu,-0.634,-2.536,4,THE CJ CUP Byron Nelson
60,Austin Cook,-0.640,-2.559,4,THE CJ CUP Byron Nelson
61,Ryan McCormick,-0.664,-2.657,4,THE CJ CUP Byron Nelson
62,Kris Kim,-0.769,-3.075,4,THE CJ CUP Byron Nelson
63,Vince Whaley,-0.989,-3.956,4,THE CJ CUP Byron Nelson
64,Harrison Endycott,-1.047,-4.186,4,THE CJ CUP Byron Nelson
65,Zach Johnson,-1.344,-5.374,4,THE CJ CUP Byron Nelson
66,S.Y. Noh,-1.469,-5.875,4,THE CJ CUP Byron Nelson
1,Scottie Scheffler,1.307,5.229,4,RBC Heritage
2,Alejandro Tosti,1.066,4.263,4,RBC Heritage
3,Austin Eckroat,0.996,3.983,4,RBC Heritage
4,Taylor Moore,0.953,3.812,4,RBC Heritage
5,Adam Schenk,0.751,3.003,4,RBC Heritage
6,Ludvig Åberg,0.694,2.774,4,RBC Heritage
7,Brian Harman,0.670,2.678,4,RBC Heritage
8,Collin Morikawa,0.606,2.425,4,RBC Heritage
9,Patrick Rodgers,0.581,2.324,4,RBC Heritage
10,Sepp Straka,0.550,2.198,4,RBC Heritage
11,Harris English,0.533,2.133,4,RBC Heritage
12,Si Woo Kim,0.513,2.050,4,RBC Heritage
13,Tommy Fleetwood,0.473,1.893,4,RBC Heritage
14,Rory McIlroy,0.395,1.580,4,RBC Heritage
15,Chris Kirk,0.371,1.482,4,RBC Heritage
16,Cam Davis,0.366,1.463,4,RBC Heritage
17,Jason Day,0.357,1.429,4,RBC Heritage
18,Wyndham Clark,0.349,1.395,4,RBC Heritage
19,Russell Henley,0.335,1.340,4,RBC Heritage
20,Sungjae Im,0.324,1.295,4,RBC Heritage
21,Justin Thomas,0.303,1.213,4,RBC Heritage
22,Sam Burns,0.300,1.201,4,RBC Heritage
23,Tony Finau,0.266,1.065,4,RBC Heritage
24,Kurt Kitayama,0.262,1.046,4,RBC Heritage
25,Byeong Hun An,0.230,0.919,4,RBC Heritage
26,Shane Lowry,0.204,0.815,4,RBC Heritage
27,Stephan Jaeger,0.195,0.780,4,RBC Heritage
28,Lucas Glover,0.188,0.750,4,RBC Heritage
29,Patrick Cantlay,0.149,0.597,4,RBC Heritage
30,Christiaan Bezuidenhout,0.132,0.529,4,RBC Heritage
31,Chandler Phillips,0.127,0.508,4,RBC Heritage
32,Jordan Spieth,0.072,0.287,4,RBC Heritage
33,Justin Rose,0.067,0.268,4,RBC Heritage
34,J.T. Poston,0.049,0.197,4,RBC Heritage
35,Thomas Detry,0.011,0.043,4,RBC Heritage
36,Corey Conners,0.006,0.022,4,RBC Heritage
37,Peter Malnati,0.004,0.014,4,RBC Heritage
38,Xander Schauffele,-0.033,-0.132,4,RBC Heritage
39,Sahith Theegala,-0.034,-0.136,4,RBC Heritage
40,Adam Hadwin,-0.059,-0.237,4,RBC Heritage
41,Rickie Fowler,-0.065,-0.261,4,RBC Heritage
42,Brendon Todd,-0.076,-0.303,4,RBC Heritage
43,Will Zalatoris,-0.191,-0.764,4,RBC Heritage
44,Grayson Murray,-0.233,-0.933,4,RBC Heritage
45,Andrew Putnam,-0.243,-0.971,4,RBC Heritage
46,Nick Taylor,-0.284,-1.135,4,RBC Heritage
47,Lee Hodges,-0.291,-1.165,4,RBC Heritage
48,Max Homa,-0.327,-1.309,4,RBC Heritage
49,Seamus Power,-0.331,-1.326,4,RBC Heritage
50,Nick Dunlap,-0.356,-1.424,4,RBC Heritage
51,Mackenzie Hughes,-0.386,-1.544,4,RBC Heritage
52,Emiliano Grillo,-0.409,-1.635,4,RBC Heritage
53,Eric Cole,-0.415,-1.662,4,RBC Heritage
54,Tom Hoge,-0.419,-1.677,4,RBC Heritage
55,Matthieu Pavon,-0.428,-1.712,4,RBC Heritage
56,Cameron Young,-0.452,-1.809,4,RBC Heritage
57,Adam Svensson,-0.474,-1.898,4,RBC Heritage
58,Denny McCarthy,-0.475,-1.902,4,RBC Heritage
59,Brice Garnett,-0.599,-2.398,4,RBC Heritage
60,Matt Fitzpatrick,-0.617,-2.467,4,RBC Heritage
61,Erik van Rooyen,-0.626,-2.503,4,RBC Heritage
62,Erik Barnes,-0.645,-2.579,4,RBC Heritage
63,Webb Simpson,-0.694,-2.778,4,RBC Heritage
64,Jake Knapp,-0.738,-2.951,4,RBC Heritage
65,Keegan Bradley,-0.746,-2.986,4,RBC Heritage
66,Akshay Bhatia,-0.778,-3.113,4,RBC Heritage
67,Gary Woodland,-0.837,-3.349,4,RBC Heritage
68,Tom Kim,-0.957,-3.829,4,RBC Heritage
69,Kevin Kisner,-1.531,-6.124,4,RBC Heritage
1,Ludvig Åberg,1.566,6.263,4,Valero Texas Open
2,Kevin Yu,1.532,6.130,4,Valero Texas Open
3,Keith Mitchell,1.519,6.076,4,Valero Texas Open
4,Jordan Spieth,1.286,5.143,4,Valero Texas Open
5,J.J. Spaun,1.108,4.434,4,Valero Texas Open
6,Akshay Bhatia,1.067,4.270,4,Valero Texas Open
7,Nicolai Højgaard,0.892,3.568,4,Valero Texas Open
8,Tommy Fleetwood,0.891,3.563,4,Valero Texas Open
9,Webb Simpson,0.840,3.360,4,Valero Texas Open
10,Rico Hoey,0.831,3.323,4,Valero Texas Open
11,Ben Kohles,0.806,3.224,4,Valero Texas Open
12,Mark Hubbard,0.783,3.133,4,Valero Texas Open
13,Vincent Norrman,0.773,3.092,4,Valero Texas Open
14,Charley Hoffman,0.769,3.075,4,Valero Texas Open
15,Austin Eckroat,0.761,3.044,4,Valero Texas Open
16,Chan Kim,0.734,2.938,4,Valero Texas Open
17,Nick Hardy,0.720,2.881,4,Valero Texas Open
18,Hideki Matsuyama,0.699,2.795,4,Valero Texas Open
19,Bronson Burgoon,0.683,2.732,4,Valero Texas Open
20,Maverick McNealy,0.657,2.630,4,Valero Texas Open
21,Peter Kuest,0.656,2.623,4,Valero Texas Open
22,Ben Martin,0.588,2.351,4,Valero Texas Open
23,Collin Morikawa,0.587,2.349,4,Valero Texas Open
24,Brian Harman,0.562,2.249,4,Valero Texas Open
25,Mac Meissner,0.534,2.136,4,Valero Texas Open
26,Rory McIlroy,0.500,2.002,4,Valero Texas Open
27,David Lipsky,0.474,1.897,4,Valero Texas Open
28,Max Homa,0.473,1.893,4,Valero Texas Open
29,Tom Whitney,0.471,1.885,4,Valero Texas Open
30,Adam Scott,0.444,1.775,4,Valero Texas Open
31,Tyler Duncan,0.425,1.699,4,Valero Texas Open
32,Lanto Griffin,0.404,1.615,4,Valero Texas Open
33,Kevin Streelman,0.389,1.557,4,Valero Texas Open
34,Garrick Higgo,0.378,1.512,4,Valero Texas Open
35,Christiaan Bezuidenhout,0.371,1.484,4,Valero Texas Open
36,Chez Reavie,0.366,1.464,4,Valero Texas Open
37,Russell Henley,0.311,1.245,4,Valero Texas Open
