rank,player,total,total_sg_ott_avg,total_sg_apr_avg,total_sg_arg_avg,measured_rounds,tournament
1,Justin Thomas,3.407,0.952,1.153,1.302,4,PGA Championship
2,Xander Schauffele,3.369,1.334,1.927,0.107,4,PGA Championship
3,Bryson DeChambeau,3.293,1.500,0.540,1.253,4,PGA Championship
4,Collin Morikawa,3.236,0.946,0.769,1.521,4,PGA Championship
5,Viktor Hovland,3.145,1.171,1.605,0.368,4,PGA Championship
6,Scottie Scheffler,2.569,0.924,1.629,0.016,4,PGA Championship
7,Joaquin Niemann,2.538,0.690,1.261,0.587,4,PGA Championship
8,Dean Burmester,2.348,0.478,1.231,0.639,4,PGA Championship
9,Rory McIlroy,2.229,1.071,1.006,0.152,4,PGA Championship
10,Tony Finau,2.141,-0.687,2.372,0.456,4,PGA Championship
11,Thomas Detry,2.017,0.368,0.150,1.498,4,PGA Championship
12,Kurt Kitayama,2.008,0.844,1.007,0.157,4,PGA Championship
13,Brice Garnett,1.981,0.182,1.471,0.328,4,PGA Championship
14,Alex Noren,1.979,-0.190,1.444,0.725,4,PGA Championship
15,Keegan Bradley,1.943,1.676,0.591,-0.325,4,PGA Championship
16,Adam Svensson,1.814,0.431,1.310,0.073,4,PGA Championship
17,Corey Conners,1.789,0.467,1.910,-0.588,4,PGA Championship
18,Russell Henley,1.721,-0.103,0.969,0.855,4,PGA Championship
19,Robert MacIntyre,1.647,0.691,0.839,0.117,4,PGA Championship
20,Lee Hodges,1.635,0.060,1.883,-0.308,4,PGA Championship
21,Doug Ghim,1.626,0.702,0.029,0.895,4,PGA Championship
22,Maverick McNealy,1.568,1.268,-0.313,0.612,4,PGA Championship
23,Jordan Smith,1.430,0.575,0.767,0.088,4,PGA Championship
24,Aaron Rai,1.425,0.109,0.680,0.636,4,PGA Championship
25,Grayson Murray,1.424,1.277,0.304,-0.157,4,PGA Championship
26,Brooks Koepka,1.292,0.675,0.172,0.445,4,PGA Championship
27,Brian Harman,1.267,-0.380,1.386,0.262,4,PGA Championship
28,Jordan Spieth,1.161,0.669,0.175,0.318,4,PGA Championship
29,Tom Hoge,1.082,0.014,1.480,-0.412,4,PGA Championship
30,Max Homa,1.044,-0.198,0.799,0.442,4,PGA Championship
31,Ryo Hisatsune,0.947,-0.191,1.268,-0.130,4,PGA Championship
32,Justin Rose,0.892,0.471,0.595,-0.174,4,PGA Championship
33,Billy Horschel,0.884,-0.080,0.757,0.206,4,PGA Championship
34,Hideki Matsuyama,0.872,-0.319,-0.112,1.302,4,PGA Championship
35,Tom Kim,0.867,0.673,0.259,-0.065,4,PGA Championship
36,Patrick Cantlay,0.842,0.289,0.096,0.457,4,PGA Championship
37,Lucas Glover,0.809,0.176,0.404,0.228,4,PGA Championship
38,Patrick Reed,0.790,-0.226,0.354,0.662,4,PGA Championship
39,Tommy Fleetwood,0.765,0.634,-0.149,0.280,4,PGA Championship
39,Sahith Theegala,0.765,0.117,1.000,-0.352,4,PGA Championship
41,Taylor Moore,0.739,0.591,-0.067,0.215,4,PGA Championship
42,Byeong Hun An,0.725,0.501,-0.242,0.466,4,PGA Championship
43,Cameron Smith,0.685,-0.050,-0.828,1.564,4,PGA Championship
44,Adam Hadwin,0.655,-0.010,0.137,0.528,4,PGA Championship
45,Mark Hubbard,0.579,0.294,0.238,0.046,4,PGA Championship
46,Austin Eckroat,0.554,0.740,-0.021,-0.165,4,PGA Championship
47,Will Zalatoris,0.526,0.117,0.842,-0.433,4,PGA Championship
48,Shane Lowry,0.505,0.631,-0.446,0.320,4,PGA Championship
49,Matt Wallace,0.484,-0.108,0.258,0.334,4,PGA Championship
50,Min Woo Lee,0.424,0.095,-0.005,0.334,4,PGA Championship
51,S.H. Kim,0.368,0.689,-0.214,-0.108,4,PGA Championship
52,Nicolai Højgaard,0.291,-0.309,0.683,-0.083,4,PGA Championship
53,Gary Woodland,0.228,0.327,0.938,-1.038,4,PGA Championship
54,Alexander Björk,0.139,-0.391,0.599,-0.070,4,PGA Championship
55,Harris English,0.137,-0.262,0.779,-0.380,4,PGA Championship
56,Rickie Fowler,0.135,0.466,-1.054,0.723,4,PGA Championship
57,Jason Day,0.053,0.014,-0.710,0.749,4,PGA Championship
58,Ben Kohles,0.035,0.399,0.375,-0.738,4,PGA Championship
59,Erik van Rooyen,-0.004,0.363,0.225,-0.592,4,PGA Championship
60,Sebastian Soderberg,-0.031,-0.388,0.649,-0.292,4,PGA Championship
61,Andrew Putnam,-0.074,-0.552,-0.241,0.719,4,PGA Championship
62,Dustin Johnson,-0.137,-0.021,0.033,-0.148,4,PGA Championship
63,Cameron Young,-0.196,0.465,-1.193,0.532,4,PGA Championship
64,Tyrrell Hatton,-0.262,1.030,-1.070,-0.222,4,PGA Championship
65,Rasmus Højgaard,-0.263,-0.170,0.373,-0.466,4,PGA Championship
66,Thorbjørn Olesen,-0.325,-0.247,0.107,-0.185,4,PGA Championship
67,Lucas Herbert,-0.353,-0.510,-0.532,0.689,4,PGA Championship
68,Luke Donald,-0.543,-1.319,0.880,-0.103,4,PGA Championship
69,Jesper Svensson,-0.615,0.812,-0.962,-0.465,4,PGA Championship
70,Ryan Fox,-0.768,0.170,-0.649,-0.289,4,PGA Championship
71,Brendon Todd,-0.814,-0.953,-0.414,0.553,4,PGA Championship
72,Talor Gooch,-0.863,-0.348,0.291,-0.807,4,PGA Championship
73,Martin Kaymer,-0.870,-0.054,-0.690,-0.126,4,PGA Championship
74,Zac Blair,-0.969,-0.713,-0.897,0.641,4,PGA Championship
75,Stephan Jaeger,-1.551,-0.410,0.010,-1.151,4,PGA Championship
76,Alejandro Tosti,-2.171,0.291,-1.822,-0.639,4,PGA Championship
77,Jeremy Wells,-2.322,-1.022,-1.345,0.045,4,PGA Championship
78,Braden Shattuck,-3.006,-0.615,-1.852,-0.539,4,PGA Championship
1,Rory McIlroy,3.911,1.529,1.562,0.820,4,Wells Fargo Championship
2,Xander Schauffele,3.498,1.414,1.869,0.216,4,Wells Fargo Championship
3,Si Woo Kim,2.269,0.552,1.369,0.348,4,Wells Fargo Championship
4,Seamus Power,1.921,0.371,1.717,-0.167,4,Wells Fargo Championship
5,Corey Conners,1.865,0.682,1.753,-0.570,4,Wells Fargo Championship
6,Lucas Glover,1.694,0.216,0.542,0.936,4,Wells Fargo Championship
7,Alex Noren,1.463,0.118,0.211,1.134,4,Wells Fargo Championship
8,Max Homa,1.441,-0.039,0.578,0.902,4,Wells Fargo Championship
9,Jason Day,1.309,0.027,0.034,1.248,4,Wells Fargo Championship
10,Tommy Fleetwood,1.213,-0.201,0.540,0.875,4,Wells Fargo Championship
11,Patrick Rodgers,1.161,0.468,-0.434,1.127,4,Wells Fargo Championship
12,Adam Svensson,1.072,0.427,0.712,-0.067,4,Wells Fargo Championship
13,Sepp Straka,1.058,0.463,1.176,-0.580,4,Wells Fargo Championship
14,Byeong Hun An,0.984,0.540,0.783,-0.339,4,Wells Fargo Championship
15,Russell Henley,0.978,-0.590,1.099,0.470,4,Wells Fargo Championship
16,Webb Simpson,0.918,0.317,-0.283,0.885,4,Wells Fargo Championship
17,Justin Thomas,0.840,0.403,0.159,0.278,4,Wells Fargo Championship
18,Kurt Kitayama,0.817,0.047,0.849,-0.079,4,Wells Fargo Championship
19,Viktor Hovland,0.796,0.448,0.768,-0.420,4,Wells Fargo Championship
20,Keegan Bradley,0.777,-1.075,1.187,0.665,4,Wells Fargo Championship
21,Denny McCarthy,0.751,0.036,-0.174,0.890,4,Wells Fargo Championship
22,Grayson Murray,0.730,-0.468,0.706,0.492,4,Wells Fargo Championship
23,Sungjae Im,0.717,0.320,0.115,0.282,4,Wells Fargo Championship
24,Sam Burns,0.699,0.680,0.181,-0.161,4,Wells Fargo Championship
25,Taylor Pendrith,0.566,0.951,-0.500,0.115,4,Wells Fargo Championship
26,Christiaan Bezuidenhout,0.474,-0.581,0.715,0.341,4,Wells Fargo Championship
27,Shane Lowry,0.424,0.323,0.108,-0.007,4,Wells Fargo Championship
28,Nick Dunlap,0.381,-0.476,0.458,0.399,4,Wells Fargo Championship
29,Mackenzie Hughes,0.347,0.140,-0.050,0.258,4,Wells Fargo Championship
30,Chris Kirk,0.265,0.316,0.077,-0.128,4,Wells Fargo Championship
31,Adam Scott,0.249,0.342,0.375,-0.467,4,Wells Fargo Championship
32,Collin Morikawa,0.217,0.519,-0.163,-0.139,4,Wells Fargo Championship
33,Jordan Spieth,0.157,1.300,-1.270,0.127,4,Wells Fargo Championship
34,Patrick Cantlay,-0.058,-0.217,-0.513,0.673,4,Wells Fargo Championship
35,Cameron Young,-0.099,0.091,0.748,-0.937,4,Wells Fargo Championship
36,Nick Taylor,-0.100,0.141,-0.948,0.708,4,Wells Fargo Championship
37,Lee Hodges,-0.108,-0.357,0.193,0.057,4,Wells Fargo Championship
38,Justin Rose,-0.112,-0.055,-0.043,-0.013,4,Wells Fargo Championship
39,Stephan Jaeger,-0.203,0.381,-0.577,-0.007,4,Wells Fargo Championship
40,Adam Hadwin,-0.244,-0.390,0.033,0.114,4,Wells Fargo Championship
41,Kevin Tway,-0.279,-0.300,-0.156,0.178,4,Wells Fargo Championship
42,Wyndham Clark,-0.353,0.124,0.104,-0.580,4,Wells Fargo Championship
43,Taylor Moore,-0.423,0.199,-0.376,-0.244,4,Wells Fargo Championship
44,Tom Hoge,-0.439,0.137,0.076,-0.651,4,Wells Fargo Championship
45,Tom Kim,-0.486,-0.305,-0.767,0.587,4,Wells Fargo Championship
46,Cam Davis,-0.489,-0.060,-0.031,-0.397,4,Wells Fargo Championship
47,Andrew Putnam,-0.615,-0.622,0.479,-0.471,4,Wells Fargo Championship
48,Brian Harman,-0.727,-1.203,0.383,0.092,4,Wells Fargo Championship
49,Rickie Fowler,-0.752,-0.187,-0.372,-0.193,4,Wells Fargo Championship
50,Emiliano Grillo,-0.754,-0.121,0.439,-1.072,4,Wells Fargo Championship
51,Matthew Fitzpatrick,-0.757,-0.090,-1.055,0.389,4,Wells Fargo Championship
52,Harris English,-0.798,-0.152,-0.453,-0.193,4,Wells Fargo Championship
53,Sahith Theegala,-0.912,0.435,0.163,-1.509,4,Wells Fargo Championship
54,Tony Finau,-0.914,-0.227,-0.595,-0.092,4,Wells Fargo Championship
55,Will Zalatoris,-0.923,0.173,-0.571,-0.524,4,Wells Fargo Championship
56,J.T. Poston,-0.952,-0.279,-1.039,0.366,4,Wells Fargo Championship
57,Jake Knapp,-1.059,0.968,-2.071,0.045,4,Wells Fargo Championship
58,Matt Kuchar,-1.145,-0.526,-1.377,0.759,4,Wells Fargo Championship
59,Ben Kohles,-1.264,-0.177,-0.831,-0.255,4,Wells Fargo Championship
60,Billy Horschel,-1.380,0.663,-2.302,0.260,4,Wells Fargo Championship
61,Gary Woodland,-1.852,-0.322,0.265,-1.794,4,Wells Fargo Championship
62,Akshay Bhatia,-1.993,-1.743,-0.605,0.356,4,Wells Fargo Championship
63,Austin Eckroat,-2.018,0.396,-0.492,-1.921,4,Wells Fargo Championship
64,Brendon Todd,-2.278,-1.134,-1.257,0.114,4,Wells Fargo Championship
65,Peter Malnati,-2.519,-1.165,-0.789,-0.564,4,Wells Fargo Championship
66,Adam Schenk,-2.634,-1.009,-0.782,-0.843,4,Wells Fargo Championship
67,Matthieu Pavon,-2.864,-0.819,-0.563,-1.482,4,Wells Fargo Championship
68,Eric Cole,-3.487,-1.766,-1.083,-0.637,4,Wells Fargo Championship
1,Davis Thompson,2.466,0.712,1.365,0.389,4,Myrtle Beach Classic
2,Chris Gotterup,2.380,0.022,1.463,0.894,4,Myrtle Beach Classic
3,Greyson Sigg,2.248,0.136,1.943,0.168,4,Myrtle Beach Classic
4,Patrick Fishburn,2.146,0.691,1.227,0.228,4,Myrtle Beach Classic
5,Scott Piercy,1.990,-0.193,1.800,0.383,4,Myrtle Beach Classic
6,Joseph Bramlett,1.963,0.993,0.923,0.047,4,Myrtle Beach Classic
7,Chan Kim,1.870,0.522,0.394,0.955,4,Myrtle Beach Classic
8,Kevin Yu,1.708,1.304,-0.094,0.498,4,Myrtle Beach Classic
9,Patton Kizzire,1.508,0.521,1.867,-0.880,4,Myrtle Beach Classic
10,Mac Meissner,1.408,-0.239,1.477,0.170,4,Myrtle Beach Classic
11,Sam Ryder,1.353,0.156,1.023,0.174,4,Myrtle Beach Classic
12,Robert MacIntyre,1.304,0.798,0.507,-0.001,4,Myrtle Beach Classic
13,Ryan McCormick,1.224,-0.178,1.325,0.077,4,Myrtle Beach Classic
14,Dylan Wu,1.214,-0.284,0.951,0.546,4,Myrtle Beach Classic
15,Ryan Fox,1.172,0.820,0.612,-0.260,4,Myrtle Beach Classic
16,Sam Stevens,1.139,1.310,-0.392,0.221,4,Myrtle Beach Classic
17,David Skinns,1.109,0.139,0.981,-0.011,4,Myrtle Beach Classic
18,Alex Smalley,1.062,0.643,0.278,0.142,4,Myrtle Beach Classic
19,Matt Atkins,1.053,0.552,0.536,-0.035,4,Myrtle Beach Classic
20,Blades Brown,1.051,0.420,0.497,0.134,4,Myrtle Beach Classic
21,Jorge Campillo,0.981,0.004,1.070,-0.093,4,Myrtle Beach Classic
22,Henrik Norlander,0.979,-0.160,0.303,0.836,4,Myrtle Beach Classic
23,Beau Hossler,0.883,0.558,-0.741,1.066,4,Myrtle Beach Classic
24,Kevin Streelman,0.861,0.061,0.767,0.032,4,Myrtle Beach Classic
25,Erik van Rooyen,0.841,0.366,0.470,0.005,4,Myrtle Beach Classic
26,Daniel Berger,0.831,0.073,1.331,-0.573,4,Myrtle Beach Classic
27,Andrew Novak,0.809,0.537,-0.378,0.650,4,Myrtle Beach Classic
28,J.J. Spaun,0.724,0.270,0.284,0.171,4,Myrtle Beach Classic
29,Matt Wallace,0.691,0.107,-0.270,0.854,4,Myrtle Beach Classic
30,Chez Reavie,0.673,-0.461,0.731,0.403,4,Myrtle Beach Classic
31,Alistair Docherty,0.661,0.849,0.138,-0.326,4,Myrtle Beach Classic
32,Ben Griffin,0.631,0.195,0.835,-0.400,4,Myrtle Beach Classic
33,S.Y. Noh,0.588,-0.919,0.946,0.560,4,Myrtle Beach Classic
34,Thorbjørn Olesen,0.576,-0.204,0.506,0.273,4,Myrtle Beach Classic
35,Robby Shelton,0.526,0.020,-0.130,0.635,4,Myrtle Beach Classic
36,Trace Crowe,0.502,0.797,-0.099,-0.196,4,Myrtle Beach Classic
37,Ben Silverman,0.501,0.457,0.304,-0.260,4,Myrtle Beach Classic
38,Thriston Lawrence,0.493,0.342,0.435,-0.284,4,Myrtle Beach Classic
39,S.H. Kim,0.468,0.107,-0.687,1.049,4,Myrtle Beach Classic
40,Chandler Phillips,0.415,-0.196,0.668,-0.057,4,Myrtle Beach Classic
41,Harry Hall,0.391,0.432,0.230,-0.270,4,Myrtle Beach Classic
42,Michael Kim,0.351,0.235,0.117,-0.001,4,Myrtle Beach Classic
43,Victor Perez,0.257,0.630,-0.563,0.191,4,Myrtle Beach Classic
44,Max Greyserman,0.137,-0.266,0.778,-0.375,4,Myrtle Beach Classic
45,Lanto Griffin,0.133,0.042,-0.276,0.367,4,Myrtle Beach Classic
46,Chesson Hadley,0.032,0.324,-0.673,0.381,4,Myrtle Beach Classic
47,Parker Coody,0.006,-0.174,0.682,-0.502,4,Myrtle Beach Classic
48,Harry Higgs,-0.023,0.352,-0.265,-0.110,4,Myrtle Beach Classic
49,Matt NeSmith,-0.097,-0.191,-0.916,1.011,4,Myrtle Beach Classic
50,Austin Smotherman,-0.104,0.018,-0.283,0.160,4,Myrtle Beach Classic
51,Pierceson Coody,-0.107,0.423,-0.168,-0.361,4,Myrtle Beach Classic
52,Carl Yuan,-0.140,-0.179,0.553,-0.514,4,Myrtle Beach Classic
53,Hayden Buckley,-0.226,0.403,-0.849,0.220,4,Myrtle Beach Classic
54,Adrien Dumont de Chassart,-0.306,-0.801,-0.195,0.690,4,Myrtle Beach Classic
55,Carson Young,-0.374,0.488,-0.505,-0.357,4,Myrtle Beach Classic
56,Alexander Björk,-0.427,-0.645,-0.093,0.311,4,Myrtle Beach Classic
57,Zecheng Dou,-0.441,0.204,0.238,-0.882,4,Myrtle Beach Classic
58,Jacob Bridgeman,-0.515,0.027,-0.196,-0.346,4,Myrtle Beach Classic
59,Troy Merritt,-0.522,-0.094,-0.427,0.000,4,Myrtle Beach Classic
60,Alejandro Tosti,-0.536,-0.024,-0.567,0.056,4,Myrtle Beach Classic
61,Roger Sloan,-0.593,-0.397,-1.376,1.181,4,Myrtle Beach Classic
62,Sean O'Hair,-0.606,-0.250,-0.775,0.419,4,Myrtle Beach Classic
63,Justin Suh,-0.817,0.262,-0.682,-0.397,4,Myrtle Beach Classic
64,Davis Riley,-0.998,-0.236,-0.695,-0.067,4,Myrtle Beach Classic
65,Martin Trainer,-1.094,-0.663,0.369,-0.800,4,Myrtle Beach Classic
66,Taylor Dickson,-1.148,-1.296,0.545,-0.397,4,Myrtle Beach Classic
67,Paul Barjon,-1.150,-0.267,0.223,-1.106,4,Myrtle Beach Classic
68,Anders Albertson,-1.232,-0.682,-0.786,0.235,4,Myrtle Beach Classic
69,William McGirt,-1.487,-0.062,-1.491,0.066,4,Myrtle Beach Classic
70,Joel Dahmen,-1.749,-0.603,-0.894,-0.251,4,Myrtle Beach Classic
1,Matt Wallace,2.731,0.544,1.064,1.123,4,THE CJ CUP Byron Nelson
2,Kelly Kraft,2.326,0.238,1.587,0.501,4,THE CJ CUP Byron Nelson
3,Taylor Pendrith,2.179,1.009,0.133,1.038,4,THE CJ CUP Byron Nelson
4,Aaron Rai,2.081,0.662,1.573,-0.154,4,THE CJ CUP Byron Nelson
5,Keith Mitchell,1.964,1.111,0.508,0.345,4,THE CJ CUP Byron Nelson
6,Alex Noren,1.899,0.768,0.559,0.571,4,THE CJ CUP Byron Nelson
7,Si Woo Kim,1.886,0.254,1.399,0.233,4,THE CJ CUP Byron Nelson
8,Ben Kohles,1.883,0.074,1.102,0.707,4,THE CJ CUP Byron Nelson
9,Alex Smalley,1.831,0.982,0.783,0.066,4,THE CJ CUP Byron Nelson
10,Jake Knapp,1.774,0.348,1.408,0.018,4,THE CJ CUP Byron Nelson
11,Max McGreevy,1.732,0.194,1.714,-0.176,4,THE CJ CUP Byron Nelson
12,Tom Hoge,1.710,0.620,0.969,0.121,4,THE CJ CUP Byron Nelson
13,Jorge Campillo,1.693,0.032,1.149,0.512,4,THE CJ CUP Byron Nelson
14,Adam Schenk,1.670,0.781,0.819,0.070,4,THE CJ CUP Byron Nelson
15,Stephan Jaeger,1.583,1.380,-0.593,0.796,4,THE CJ CUP Byron Nelson
16,Byeong Hun An,1.569,0.574,0.929,0.066,4,THE CJ CUP Byron Nelson
17,Daniel Berger,1.503,0.618,0.558,0.326,4,THE CJ CUP Byron Nelson
18,Adam Scott,1.235,1.303,0.262,-0.331,4,THE CJ CUP Byron Nelson
19,Nico Echavarria,1.103,0.078,0.799,0.226,4,THE CJ CUP Byron Nelson
20,Ben Griffin,1.042,-0.088,0.792,0.338,4,THE CJ CUP Byron Nelson
21,Carson Young,1.028,0.587,0.242,0.199,4,THE CJ CUP Byron Nelson
22,Rafael Campos,0.955,-0.007,0.800,0.162,4,THE CJ CUP Byron Nelson
23,Kevin Dougherty,0.879,1.363,0.153,-0.638,4,THE CJ CUP Byron Nelson
24,Taiga Semikawa,0.815,0.691,0.583,-0.460,4,THE CJ CUP Byron Nelson
25,Min Woo Lee,0.773,1.375,-0.251,-0.351,4,THE CJ CUP Byron Nelson
26,S.H. Kim,0.700,0.511,0.190,-0.001,4,THE CJ CUP Byron Nelson
27,Maverick McNealy,0.632,0.094,0.731,-0.193,4,THE CJ CUP Byron Nelson
28,Ryo Hisatsune,0.615,0.134,0.051,0.430,4,THE CJ CUP Byron Nelson
29,Chris Gotterup,0.602,0.549,-0.347,0.399,4,THE CJ CUP Byron Nelson
30,Justin Lower,0.558,-0.001,0.363,0.196,4,THE CJ CUP Byron Nelson
31,Aaron Baddeley,0.518,-0.276,0.249,0.545,4,THE CJ CUP Byron Nelson
32,Adrien Dumont de Chassart,0.498,-0.152,0.554,0.096,4,THE CJ CUP Byron Nelson
33,Patton Kizzire,0.494,-0.600,0.797,0.297,4,THE CJ CUP Byron Nelson
34,Nick Dunlap,0.459,0.589,-0.045,-0.086,4,THE CJ CUP Byron Nelson
35,Kevin Tway,0.440,0.304,-0.685,0.820,4,THE CJ CUP Byron Nelson
36,Andrew Novak,0.394,0.525,-0.255,0.123,4,THE CJ CUP Byron Nelson
37,Troy Merritt,0.384,-0.489,0.781,0.091,4,THE CJ CUP Byron Nelson
38,Sung Kang,0.318,0.398,-0.224,0.144,4,THE CJ CUP Byron Nelson
39,Hayden Buckley,0.296,0.379,-0.333,0.249,4,THE CJ CUP Byron Nelson
40,Kevin Chappell,0.293,0.518,-0.069,-0.156,4,THE CJ CUP Byron Nelson
41,Scott Piercy,0.269,0.406,-0.304,0.167,4,THE CJ CUP Byron Nelson
42,Davis Riley,0.221,0.704,-1.296,0.813,4,THE CJ CUP Byron Nelson
43,Joel Dahmen,0.176,0.011,0.100,0.065,4,THE CJ CUP Byron Nelson
44,Brandt Snedeker,0.110,-0.550,0.311,0.349,4,THE CJ CUP Byron Nelson
45,Dylan Wu,0.040,-0.634,0.752,-0.078,4,THE CJ CUP Byron Nelson
46,Zach Johnson,-0.051,-1.344,0.950,0.342,4,THE CJ CUP Byron Nelson
47,Luke List,-0.098,0.633,-0.237,-0.494,4,THE CJ CUP Byron Nelson
48,Austin Cook,-0.142,-0.640,0.519,-0.021,4,THE CJ CUP Byron Nelson
49,Ben Martin,-0.181,-0.006,-0.233,0.058,4,THE CJ CUP Byron Nelson
50,Kris Kim,-0.316,-0.769,-0.693,1.146,4,THE CJ CUP Byron Nelson
51,Ryan McCormick,-0.331,-0.664,0.168,0.165,4,THE CJ CUP Byron Nelson
52,Martin Laird,-0.368,-0.382,-0.130,0.145,4,THE CJ CUP Byron Nelson
53,David Skinns,-0.447,-0.200,0.708,-0.954,4,THE CJ CUP Byron Nelson
54,Tom Kim,-0.471,-0.020,-0.226,-0.225,4,THE CJ CUP Byron Nelson
55,Sam Stevens,-0.519,-0.173,-1.176,0.830,4,THE CJ CUP Byron Nelson
56,Harrison Endycott,-0.539,-1.047,0.806,-0.299,4,THE CJ CUP Byron Nelson
57,Mark Hubbard,-0.552,0.256,-0.590,-0.218,4,THE CJ CUP Byron Nelson
58,Henrik Norlander,-0.617,-0.294,0.003,-0.326,4,THE CJ CUP Byron Nelson
59,Jason Day,-0.757,0.413,-0.665,-0.505,4,THE CJ CUP Byron Nelson
60,K.H. Lee,-0.819,-0.522,0.012,-0.309,4,THE CJ CUP Byron Nelson
61,Beau Hossler,-0.895,-0.456,-0.649,0.210,4,THE CJ CUP Byron Nelson
62,Mackenzie Hughes,-0.946,-0.143,-0.539,-0.264,4,THE CJ CUP Byron Nelson
63,Vince Whaley,-1.320,-0.989,0.202,-0.533,4,THE CJ CUP Byron Nelson
64,Tom Whitney,-1.344,0.191,-1.024,-0.510,4,THE CJ CUP Byron Nelson
65,S.Y. Noh,-1.416,-1.469,0.099,-0.046,4,THE CJ CUP Byron Nelson
66,Tyson Alexander,-1.779,0.113,-2.294,0.402,4,THE CJ CUP Byron Nelson
1,Scottie Scheffler,3.073,1.307,1.725,0.041,4,RBC Heritage
2,Patrick Cantlay,2.034,0.149,1.044,0.841,4,RBC Heritage
3,Chris Kirk,1.609,0.371,0.678,0.560,4,RBC Heritage
4,Russell Henley,1.583,0.335,0.633,0.614,4,RBC Heritage
5,Ludvig Åberg,1.391,0.694,0.706,-0.009,4,RBC Heritage
6,Tony Finau,1.235,0.266,1.091,-0.122,4,RBC Heritage
7,Kurt Kitayama,1.232,0.262,0.316,0.655,4,RBC Heritage
8,Sahith Theegala,1.225,-0.034,1.213,0.046,4,RBC Heritage
9,Justin Thomas,1.185,0.303,0.339,0.542,4,RBC Heritage
10,Stephan Jaeger,1.174,0.195,-0.091,1.070,4,RBC Heritage
11,Wyndham Clark,1.169,0.349,0.082,0.738,4,RBC Heritage
12,Rickie Fowler,1.095,-0.065,0.541,0.619,4,RBC Heritage
13,Sungjae Im,1.031,0.324,-0.122,0.829,4,RBC Heritage
14,J.T. Poston,0.922,0.049,-0.447,1.319,4,RBC Heritage
15,Sepp Straka,0.889,0.550,0.895,-0.555,4,RBC Heritage
16,Alejandro Tosti,0.852,1.066,-0.289,0.075,4,RBC Heritage
17,Si Woo Kim,0.821,0.513,0.237,0.071,4,RBC Heritage
18,Collin Morikawa,0.765,0.606,-0.760,0.918,4,RBC Heritage
19,Brian Harman,0.743,0.670,-0.524,0.598,4,RBC Heritage
20,Austin Eckroat,0.721,0.996,-0.586,0.311,4,RBC Heritage
21,Seamus Power,0.567,-0.331,0.789,0.109,4,RBC Heritage
22,Rory McIlroy,0.466,0.395,-0.277,0.348,4,RBC Heritage
23,Tom Hoge,0.444,-0.419,0.034,0.829,4,RBC Heritage
24,Andrew Putnam,0.390,-0.243,0.429,0.204,4,RBC Heritage
25,Lucas Glover,0.202,0.188,0.538,-0.524,4,RBC Heritage
26,Patrick Rodgers,0.148,0.581,-0.015,-0.418,4,RBC Heritage
27,Akshay Bhatia,0.131,-0.778,1.430,-0.521,4,RBC Heritage
28,Max Homa,0.094,-0.327,-0.112,0.533,4,RBC Heritage
29,Taylor Moore,0.070,0.953,-1.175,0.292,4,RBC Heritage
30,Adam Schenk,0.066,0.751,0.262,-0.947,4,RBC Heritage
31,Brice Garnett,0.057,-0.599,0.408,0.248,4,RBC Heritage
31,Erik van Rooyen,0.057,-0.626,0.779,-0.096,4,RBC Heritage
33,Shane Lowry,0.018,0.204,0.596,-0.782,4,RBC Heritage
34,Webb Simpson,0.007,-0.694,-0.628,1.329,4,RBC Heritage
35,Adam Hadwin,-0.019,-0.059,0.078,-0.037,4,RBC Heritage
36,Keegan Bradley,-0.045,-0.746,1.023,-0.322,4,RBC Heritage
37,Sam Burns,-0.052,0.300,-0.073,-0.279,4,RBC Heritage
38,Eric Cole,-0.070,-0.415,-0.177,0.522,4,RBC Heritage
39,Matthieu Pavon,-0.110,-0.428,1.038,-0.720,4,RBC Heritage
40,Cam Davis,-0.111,0.366,-0.368,-0.109,4,RBC Heritage
41,Matt Fitzpatrick,-0.175,-0.617,0.740,-0.298,4,RBC Heritage
42,Jordan Spieth,-0.256,0.072,-0.199,-0.129,4,RBC Heritage
43,Byeong Hun An,-0.270,0.230,0.534,-1.033,4,RBC Heritage
44,Will Zalatoris,-0.272,-0.191,0.573,-0.655,4,RBC Heritage
45,Corey Conners,-0.284,0.006,0.172,-0.462,4,RBC Heritage
46,Tommy Fleetwood,-0.300,0.473,-1.359,0.585,4,RBC Heritage
47,Harris English,-0.314,0.533,-0.835,-0.013,4,RBC Heritage
48,Brendon Todd,-0.377,-0.076,0.166,-0.467,4,RBC Heritage
49,Denny McCarthy,-0.481,-0.475,-0.579,0.573,4,RBC Heritage
50,Tom Kim,-0.537,-0.957,0.627,-0.207,4,RBC Heritage
51,Christiaan Bezuidenhout,-0.560,0.132,-0.738,0.046,4,RBC Heritage
52,Jason Day,-0.663,0.357,-0.856,-0.164,4,RBC Heritage
53,Chandler Phillips,-0.739,0.127,-0.641,-0.225,4,RBC Heritage
54,Justin Rose,-0.864,0.067,-1.073,0.142,4,RBC Heritage
55,Xander Schauffele,-0.952,-0.033,-0.061,-0.859,4,RBC Heritage
56,Thomas Detry,-0.970,0.011,-0.269,-0.712,4,RBC Heritage
57,Nick Taylor,-1.029,-0.284,-0.226,-0.520,4,RBC Heritage
58,Grayson Murray,-1.079,-0.233,-0.280,-0.567,4,RBC Heritage
59,Lee Hodges,-1.098,-0.291,-0.292,-0.515,4,RBC Heritage
