rank,player,avg,total_sg_arg,measured_rounds,tournament
33,Andrew Novak,0.260,1.042,4,Valero Texas Open
34,Corey Conners,0.201,0.803,4,Valero Texas Open
35,Rory McIlroy,0.197,0.788,4,Valero Texas Open
36,Tyson Alexander,0.191,0.766,4,Valero Texas Open
37,Webb Simpson,0.189,0.756,4,Valero Texas Open
38,Christiaan Bezuidenhout,0.177,0.709,4,Valero Texas Open
39,Russell Henley,0.176,0.703,4,Valero Texas Open
40,Max Homa,0.173,0.694,4,Valero Texas Open
41,Bud Cauley,0.146,0.584,4,Valero Texas Open
42,Vincent Norrman,0.140,0.562,4,Valero Texas Open
43,Harry Hall,0.125,0.500,4,Valero Texas Open
43,Chan Kim,0.125,0.502,4,Valero Texas Open
45,Bronson Burgoon,0.119,0.477,4,Valero Texas Open
46,Beau Hossler,0.115,0.461,4,Valero Texas Open
47,Adam Schenk,0.099,0.398,4,Valero Texas Open
48,Rico Hoey,0.097,0.387,4,Valero Texas Open
49,Justin Lower,0.009,0.038,4,Valero Texas Open
50,Peter Kuest,0.008,0.034,4,Valero Texas Open
51,Dylan Wu,-0.026,-0.102,4,Valero Texas Open
52,Stewart Cink,-0.059,-0.237,4,Valero Texas Open
53,Martin Laird,-0.080,-0.320,4,Valero Texas Open
54,Andrew Putnam,-0.086,-0.345,4,Valero Texas Open
55,Aaron Rai,-0.172,-0.686,4,Valero Texas Open
56,Brandt Snedeker,-0.185,-0.740,4,Valero Texas Open
57,C.T. Pan,-0.202,-0.807,4,Valero Texas Open
58,Kevin Streelman,-0.224,-0.895,4,Valero Texas Open
59,Adam Svensson,-0.250,-1.001,4,Valero Texas Open
60,S.H. Kim,-0.265,-1.061,4,Valero Texas Open
61,Matti Schmid,-0.317,-1.267,4,Valero Texas Open
62,J.J. Spaun,-0.339,-1.357,4,Valero Texas Open
63,Adam Scott,-0.350,-1.401,4,Valero Texas Open
64,Parker Coody,-0.351,-1.404,4,Valero Texas Open
65,Brian Harman,-0.393,-1.570,4,Valero Texas Open
66,Garrick Higgo,-0.459,-1.836,4,Valero Texas Open
67,Nick Hardy,-0.504,-2.016,4,Valero Texas Open
67,Charley Hoffman,-0.504,-2.017,4,Valero Texas Open
69,Lanto Griffin,-0.546,-2.184,4,Valero Texas Open
70,Austin Eckroat,-0.587,-2.346,4,Valero Texas Open
71,Ludvig Åberg,-0.589,-2.357,4,Valero Texas Open
72,Keith Mitchell,-0.632,-2.529,4,Valero Texas Open
73,Victor Perez,-0.636,-2.544,4,Valero Texas Open
74,Maverick McNealy,-0.716,-2.865,4,Valero Texas Open
75,Pierceson Coody,-0.734,-2.936,4,Valero Texas Open
76,Jordan Spieth,-0.775,-3.100,4,Valero Texas Open
77,Kevin Kisner,-0.780,-3.118,4,Valero Texas Open
78,Carl Yuan,-0.795,-3.179,4,Valero Texas Open
79,Ben Kohles,-0.818,-3.271,4,Valero Texas Open
80,Kevin Yu,-0.954,-3.816,4,Valero Texas Open
81,Tom Whitney,-1.261,-5.044,4,Valero Texas Open
82,Nicolai Højgaard,-1.678,-6.713,4,Valero Texas Open
1,Tony Finau,1.616,6.462,4,Texas Children's Houston Open
2,Taylor Moore,1.202,4.808,4,Texas Children's Houston Open
3,Si Woo Kim,1.116,4.464,4,Texas Children's Houston Open
4,Harry Hall,1.039,4.157,4,Texas Children's Houston Open
5,Max Greyserman,0.902,3.608,4,Texas Children's Houston Open
6,Roger Sloan,0.893,3.573,4,Texas Children's Houston Open
7,Davis Thompson,0.892,3.566,4,Texas Children's Houston Open
8,Billy Horschel,0.883,3.533,4,Texas Children's Houston Open
9,Stephan Jaeger,0.815,3.260,4,Texas Children's Houston Open
10,Ben Griffin,0.782,3.129,4,Texas Children's Houston Open
11,Austin Cook,0.770,3.080,4,Texas Children's Houston Open
12,Victor Perez,0.686,2.744,4,Texas Children's Houston Open
13,Thomas Detry,0.676,2.702,4,Texas Children's Houston Open
14,Mackenzie Hughes,0.659,2.636,4,Texas Children's Houston Open
15,Chandler Phillips,0.627,2.509,4,Texas Children's Houston Open
16,Emilio Gonzalez,0.588,2.350,4,Texas Children's Houston Open
17,David Skinns,0.554,2.215,4,Texas Children's Houston Open
18,Adam Long,0.537,2.146,4,Texas Children's Houston Open
19,Jacob Bridgeman,0.505,2.021,4,Texas Children's Houston Open
20,Gary Woodland,0.502,2.007,4,Texas Children's Houston Open
21,Jhonattan Vegas,0.495,1.981,4,Texas Children's Houston Open
22,Tyson Alexander,0.471,1.883,4,Texas Children's Houston Open
23,Peter Malnati,0.453,1.810,4,Texas Children's Houston Open
24,Garrick Higgo,0.439,1.757,4,Texas Children's Houston Open
25,Greyson Sigg,0.435,1.741,4,Texas Children's Houston Open
26,Bud Cauley,0.346,1.383,4,Texas Children's Houston Open
26,Ryan Palmer,0.346,1.383,4,Texas Children's Houston Open
28,Daniel Berger,0.339,1.357,4,Texas Children's Houston Open
29,Davis Riley,0.335,1.338,4,Texas Children's Houston Open
30,K.H. Lee,0.303,1.213,4,Texas Children's Houston Open
31,Scottie Scheffler,0.299,1.194,4,Texas Children's Houston Open
32,Joseph Bramlett,0.294,1.175,4,Texas Children's Houston Open
33,Aaron Baddeley,0.281,1.124,4,Texas Children's Houston Open
34,Ben Silverman,0.278,1.110,4,Texas Children's Houston Open
35,Sam Bennett,0.261,1.043,4,Texas Children's Houston Open
36,Aaron Rai,0.245,0.978,4,Texas Children's Houston Open
37,Nate Lashley,0.244,0.977,4,Texas Children's Houston Open
38,Martin Laird,0.238,0.951,4,Texas Children's Houston Open
39,Will Zalatoris,0.237,0.947,4,Texas Children's Houston Open
40,Ryan Moore,0.227,0.906,4,Texas Children's Houston Open
41,Chad Ramey,0.212,0.847,4,Texas Children's Houston Open
42,Nick Dunlap,0.208,0.832,4,Texas Children's Houston Open
43,Beau Hossler,0.186,0.745,4,Texas Children's Houston Open
44,Alejandro Tosti,0.132,0.527,4,Texas Children's Houston Open
45,Alex Noren,0.121,0.483,4,Texas Children's Houston Open
46,Justin Lower,0.084,0.336,4,Texas Children's Houston Open
47,Lanto Griffin,0.082,0.327,4,Texas Children's Houston Open
48,Cam Davis,0.074,0.295,4,Texas Children's Houston Open
49,Scott Gutschewski,0.067,0.267,4,Texas Children's Houston Open
50,Erik Barnes,0.057,0.226,4,Texas Children's Houston Open
51,Dylan Wu,0.054,0.216,4,Texas Children's Houston Open
52,Adam Svensson,0.043,0.172,4,Texas Children's Houston Open
53,Matti Schmid,0.010,0.039,4,Texas Children's Houston Open
54,Nick Hardy,-0.029,-0.117,4,Texas Children's Houston Open
55,Joe Highsmith,-0.080,-0.321,4,Texas Children's Houston Open
56,Sahith Theegala,-0.091,-0.364,4,Texas Children's Houston Open
57,Vincent Norrman,-0.100,-0.401,4,Texas Children's Houston Open
58,S.H. Kim,-0.112,-0.447,4,Texas Children's Houston Open
59,Taylor Pendrith,-0.136,-0.545,4,Texas Children's Houston Open
60,Ryan Brehm,-0.139,-0.555,4,Texas Children's Houston Open
61,Chan Kim,-0.155,-0.620,4,Texas Children's Houston Open
61,Michael Kim,-0.155,-0.621,4,Texas Children's Houston Open
63,Kurt Kitayama,-0.189,-0.758,4,Texas Children's Houston Open
64,Wyndham Clark,-0.209,-0.836,4,Texas Children's Houston Open
65,Wilson Furr,-0.230,-0.920,4,Texas Children's Houston Open
66,Sam Ryder,-0.283,-1.134,4,Texas Children's Houston Open
67,Harrison Endycott,-0.288,-1.153,4,Texas Children's Houston Open
67,Mark Hubbard,-0.288,-1.151,4,Texas Children's Houston Open
69,Patrick Rodgers,-0.295,-1.180,4,Texas Children's Houston Open
70,James Hahn,-0.306,-1.223,4,Texas Children's Houston Open
71,Ryan Fox,-0.341,-1.365,4,Texas Children's Houston Open
72,Akshay Bhatia,-0.378,-1.513,4,Texas Children's Houston Open
72,Andrew Novak,-0.378,-1.512,4,Texas Children's Houston Open
74,Sam Stevens,-0.475,-1.900,4,Texas Children's Houston Open
75,Pierceson Coody,-0.634,-2.536,4,Texas Children's Houston Open
76,Raul Pereda,-0.642,-2.567,4,Texas Children's Houston Open
77,Tom Hoge,-0.664,-2.658,4,Texas Children's Houston Open
78,Adrien Dumont de Chassart,-0.701,-2.806,4,Texas Children's Houston Open
79,Kevin Dougherty,-0.710,-2.842,4,Texas Children's Houston Open
80,Chris Gotterup,-0.726,-2.906,4,Texas Children's Houston Open
81,Cameron Champ,-0.737,-2.947,4,Texas Children's Houston Open
82,J.J. Spaun,-0.924,-3.698,4,Texas Children's Houston Open
83,Callum Tarren,-0.959,-3.835,4,Texas Children's Houston Open
1,Lucas Glover,1.604,6.416,4,Valspar Championship
2,Joseph Bramlett,1.255,5.020,4,Valspar Championship
3,Carl Yuan,1.169,4.675,4,Valspar Championship
4,Webb Simpson,1.162,4.650,4,Valspar Championship
5,Roger Sloan,1.076,4.305,4,Valspar Championship
6,Kevin Roy,0.924,3.698,4,Valspar Championship
7,Adam Schenk,0.858,3.432,4,Valspar Championship
8,Fred Biondi,0.850,3.399,4,Valspar Championship
9,Aaron Baddeley,0.845,3.380,4,Valspar Championship
10,Hayden Springer,0.823,3.292,4,Valspar Championship
11,Adam Hadwin,0.822,3.290,4,Valspar Championship
12,Taylor Moore,0.814,3.258,4,Valspar Championship
13,Xander Schauffele,0.759,3.036,4,Valspar Championship
14,Greyson Sigg,0.747,2.990,4,Valspar Championship
15,Mackenzie Hughes,0.722,2.887,4,Valspar Championship
16,S.H. Kim,0.711,2.844,4,Valspar Championship
17,Robby Shelton,0.689,2.755,4,Valspar Championship
18,Hayden Buckley,0.664,2.657,4,Valspar Championship
19,Adam Svensson,0.541,2.163,4,Valspar Championship
20,Chris Gotterup,0.538,2.153,4,Valspar Championship
21,Christiaan Bezuidenhout,0.460,1.841,4,Valspar Championship
22,Ben Griffin,0.438,1.752,4,Valspar Championship
23,Carson Young,0.422,1.690,4,Valspar Championship
24,Eric Cole,0.406,1.625,4,Valspar Championship
25,Cameron Young,0.405,1.621,4,Valspar Championship
26,Harry Hall,0.370,1.480,4,Valspar Championship
27,David Skinns,0.369,1.475,4,Valspar Championship
28,K.H. Lee,0.326,1.304,4,Valspar Championship
29,Justin Thomas,0.318,1.271,4,Valspar Championship
30,Matt Wallace,0.315,1.261,4,Valspar Championship
31,Jorge Campillo,0.310,1.239,4,Valspar Championship
32,Matt Kuchar,0.306,1.223,4,Valspar Championship
33,Billy Horschel,0.272,1.090,4,Valspar Championship
34,Justin Suh,0.260,1.042,4,Valspar Championship
35,Kevin Streelman,0.238,0.954,4,Valspar Championship
36,Dylan Wu,0.228,0.911,4,Valspar Championship
37,Norman Xiong,0.223,0.894,4,Valspar Championship
38,Scott Stallings,0.182,0.728,4,Valspar Championship
39,Ryo Hisatsune,0.143,0.574,4,Valspar Championship
40,Chez Reavie,0.132,0.527,4,Valspar Championship
41,Akshay Bhatia,0.110,0.439,4,Valspar Championship
42,Andrew Novak,0.102,0.407,4,Valspar Championship
43,Mac Meissner,0.099,0.397,4,Valspar Championship
44,Lee Hodges,0.097,0.387,4,Valspar Championship
45,Chan Kim,0.059,0.236,4,Valspar Championship
46,Ryan Palmer,0.030,0.120,4,Valspar Championship
47,Michael Kim,-0.001,-0.003,4,Valspar Championship
48,Tom Whitney,-0.026,-0.103,4,Valspar Championship
49,Brendon Todd,-0.040,-0.159,4,Valspar Championship
50,Robert MacIntyre,-0.058,-0.230,4,Valspar Championship
51,Thomas Detry,-0.070,-0.281,4,Valspar Championship
52,Sam Stevens,-0.133,-0.533,4,Valspar Championship
53,Alexander Björk,-0.139,-0.557,4,Valspar Championship
54,Ryan Moore,-0.142,-0.567,4,Valspar Championship
55,Stewart Cink,-0.172,-0.686,4,Valspar Championship
56,Vince Whaley,-0.209,-0.834,4,Valspar Championship
57,Peter Malnati,-0.211,-0.845,4,Valspar Championship
58,Seamus Power,-0.315,-1.258,4,Valspar Championship
59,Matti Schmid,-0.316,-1.264,4,Valspar Championship
60,Ryan Brehm,-0.330,-1.318,4,Valspar Championship
61,Maverick McNealy,-0.347,-1.389,4,Valspar Championship
62,Keith Mitchell,-0.369,-1.477,4,Valspar Championship
63,Sami Valimaki,-0.392,-1.568,4,Valspar Championship
64,Doug Ghim,-0.467,-1.866,4,Valspar Championship
65,Chandler Phillips,-0.558,-2.233,4,Valspar Championship
66,Callum Tarren,-0.669,-2.674,4,Valspar Championship
67,Alejandro Tosti,-0.782,-3.127,4,Valspar Championship
68,Kevin Dougherty,-0.785,-3.140,4,Valspar Championship
69,Rico Hoey,-0.802,-3.208,4,Valspar Championship
70,Max Greyserman,-0.816,-3.263,4,Valspar Championship
71,Nick Taylor,-0.835,-3.340,4,Valspar Championship
72,Sam Ryder,-0.864,-3.454,4,Valspar Championship
73,Bronson Burgoon,-0.893,-3.572,4,Valspar Championship
74,Ben Martin,-1.005,-4.019,4,Valspar Championship
75,Parker Coody,-1.042,-4.166,4,Valspar Championship
76,Joel Dahmen,-1.209,-4.837,4,Valspar Championship
77,Cameron Champ,-1.234,-4.934,4,Valspar Championship
1,Maverick McNealy,1.974,7.898,4,THE PLAYERS Championship
2,Sami Valimaki,1.117,4.469,4,THE PLAYERS Championship
3,Joel Dahmen,0.948,3.792,4,THE PLAYERS Championship
4,Chris Kirk,0.815,3.262,4,THE PLAYERS Championship
5,Mackenzie Hughes,0.798,3.191,4,THE PLAYERS Championship
6,Scottie Scheffler,0.770,3.082,4,THE PLAYERS Championship
7,Hideki Matsuyama,0.766,3.064,4,THE PLAYERS Championship
8,Andrew Putnam,0.648,2.593,4,THE PLAYERS Championship
9,Wyndham Clark,0.639,2.557,4,THE PLAYERS Championship
10,Ludvig Åberg,0.626,2.506,4,THE PLAYERS Championship
11,Taylor Montgomery,0.623,2.491,4,THE PLAYERS Championship
12,Adam Schenk,0.622,2.488,4,THE PLAYERS Championship
13,Xander Schauffele,0.614,2.456,4,THE PLAYERS Championship
13,Sepp Straka,0.614,2.458,4,THE PLAYERS Championship
15,Si Woo Kim,0.605,2.419,4,THE PLAYERS Championship
16,Sungjae Im,0.590,2.361,4,THE PLAYERS Championship
17,Jason Day,0.582,2.327,4,THE PLAYERS Championship
18,Doug Ghim,0.579,2.315,4,THE PLAYERS Championship
19,Martin Laird,0.575,2.301,4,THE PLAYERS Championship
20,Adam Scott,0.560,2.242,4,THE PLAYERS Championship
21,Collin Morikawa,0.540,2.159,4,THE PLAYERS Championship
22,Mark Hubbard,0.480,1.920,4,THE PLAYERS Championship
23,Alex Noren,0.467,1.867,4,THE PLAYERS Championship
24,C.T. Pan,0.433,1.733,4,THE PLAYERS Championship
25,Nate Lashley,0.427,1.707,4,THE PLAYERS Championship
26,Rickie Fowler,0.425,1.700,4,THE PLAYERS Championship
27,Patrick Cantlay,0.389,1.555,4,THE PLAYERS Championship
28,David Lipsky,0.386,1.544,4,THE PLAYERS Championship
29,J.T. Poston,0.354,1.418,4,THE PLAYERS Championship
30,Dylan Wu,0.300,1.199,4,THE PLAYERS Championship
31,Taylor Moore,0.278,1.113,4,THE PLAYERS Championship
32,Gary Woodland,0.266,1.066,4,THE PLAYERS Championship
33,Tony Finau,0.229,0.915,4,THE PLAYERS Championship
34,Denny McCarthy,0.228,0.911,4,THE PLAYERS Championship
35,Harris English,0.226,0.904,4,THE PLAYERS Championship
36,Emiliano Grillo,0.171,0.683,4,THE PLAYERS Championship
37,Jake Knapp,0.167,0.667,4,THE PLAYERS Championship
38,Brice Garnett,0.166,0.666,4,THE PLAYERS Championship
39,Zac Blair,0.159,0.636,4,THE PLAYERS Championship
40,Brian Harman,0.143,0.573,4,THE PLAYERS Championship
41,Ryan Moore,0.111,0.445,4,THE PLAYERS Championship
42,Tommy Fleetwood,0.098,0.391,4,THE PLAYERS Championship
43,Sam Burns,0.091,0.364,4,THE PLAYERS Championship
44,Christiaan Bezuidenhout,0.087,0.347,4,THE PLAYERS Championship
45,J.J. Spaun,0.081,0.325,4,THE PLAYERS Championship
46,Min Woo Lee,0.046,0.186,4,THE PLAYERS Championship
47,Matt NeSmith,0.012,0.047,4,THE PLAYERS Championship
48,Matti Schmid,0.009,0.037,4,THE PLAYERS Championship
49,Sam Ryder,-0.001,-0.003,4,THE PLAYERS Championship
50,Chan Kim,-0.052,-0.209,4,THE PLAYERS Championship
51,Grayson Murray,-0.131,-0.524,4,THE PLAYERS Championship
52,Ben Martin,-0.156,-0.623,4,THE PLAYERS Championship
53,Austin Eckroat,-0.161,-0.644,4,THE PLAYERS Championship
54,Lee Hodges,-0.193,-0.773,4,THE PLAYERS Championship
55,Corey Conners,-0.235,-0.938,4,THE PLAYERS Championship
56,Aaron Rai,-0.249,-0.997,4,THE PLAYERS Championship
57,Cameron Young,-0.291,-1.164,4,THE PLAYERS Championship
58,Seamus Power,-0.292,-1.167,4,THE PLAYERS Championship
59,Shane Lowry,-0.331,-1.324,4,THE PLAYERS Championship
60,Francesco Molinari,-0.353,-1.411,4,THE PLAYERS Championship
61,Rory McIlroy,-0.372,-1.488,4,THE PLAYERS Championship
62,Keith Mitchell,-0.405,-1.621,4,THE PLAYERS Championship
63,Kurt Kitayama,-0.406,-1.625,4,THE PLAYERS Championship
64,Max Homa,-0.518,-2.071,4,THE PLAYERS Championship
65,Matt Fitzpatrick,-0.611,-2.445,4,THE PLAYERS Championship
66,Peter Malnati,-0.679,-2.716,4,THE PLAYERS Championship
67,Tom Hoge,-0.683,-2.732,4,THE PLAYERS Championship
68,Tyler Duncan,-0.700,-2.800,4,THE PLAYERS Championship
69,Jimmy Stanger,-0.734,-2.935,4,THE PLAYERS Championship
70,Nick Taylor,-0.770,-3.078,4,THE PLAYERS Championship
71,Sahith Theegala,-0.870,-3.480,4,THE PLAYERS Championship
72,Thomas Detry,-1.223,-4.893,4,THE PLAYERS Championship
73,Viktor Hovland,-1.725,-6.900,4,THE PLAYERS Championship
1,Scottie Scheffler,0.947,3.786,4,Arnold Palmer Invitational presented by Mastercard
2,Andrew Putnam,0.904,3.616,4,Arnold Palmer Invitational presented by Mastercard
3,Brendon Todd,0.885,3.539,4,Arnold Palmer Invitational presented by Mastercard
4,Christiaan Bezuidenhout,0.786,3.142,4,Arnold Palmer Invitational presented by Mastercard
5,Erik van Rooyen,0.753,3.010,4,Arnold Palmer Invitational presented by Mastercard
6,Sahith Theegala,0.678,2.713,4,Arnold Palmer Invitational presented by Mastercard
7,Shane Lowry,0.664,2.657,4,Arnold Palmer Invitational presented by Mastercard
8,Chris Kirk,0.632,2.528,4,Arnold Palmer Invitational presented by Mastercard
9,Seamus Power,0.581,2.322,4,Arnold Palmer Invitational presented by Mastercard
10,Tom Kim,0.574,2.296,4,Arnold Palmer Invitational presented by Mastercard
11,Eric Cole,0.498,1.991,4,Arnold Palmer Invitational presented by Mastercard
12,Russell Henley,0.460,1.838,4,Arnold Palmer Invitational presented by Mastercard
13,Harris English,0.414,1.654,4,Arnold Palmer Invitational presented by Mastercard
14,Sungjae Im,0.402,1.606,4,Arnold Palmer Invitational presented by Mastercard
15,Byeong Hun An,0.363,1.452,4,Arnold Palmer Invitational presented by Mastercard
16,Si Woo Kim,0.340,1.361,4,Arnold Palmer Invitational presented by Mastercard
17,Brian Harman,0.319,1.274,4,Arnold Palmer Invitational presented by Mastercard
18,Max Homa,0.310,1.240,4,Arnold Palmer Invitational presented by Mastercard
19,Jordan Spieth,0.274,1.097,4,Arnold Palmer Invitational presented by Mastercard
20,Nick Taylor,0.250,0.999,4,Arnold Palmer Invitational presented by Mastercard
21,Mackenzie Hughes,0.183,0.733,4,Arnold Palmer Invitational presented by Mastercard
22,Lucas Glover,0.171,0.684,4,Arnold Palmer Invitational presented by Mastercard
23,Jason Day,0.167,0.667,4,Arnold Palmer Invitational presented by Mastercard
24,Xander Schauffele,0.148,0.591,4,Arnold Palmer Invitational presented by Mastercard
25,C.T. Pan,0.137,0.547,4,Arnold Palmer Invitational presented by Mastercard
26,Rory McIlroy,0.118,0.470,4,Arnold Palmer Invitational presented by Mastercard
27,Patrick Rodgers,0.096,0.385,4,Arnold Palmer Invitational presented by Mastercard
